generation,best_cost_eur,best_emissions_kg
1,673800.12,69236.71
2,673800.12,69107.51
3,673800.12,69037.0
4,673800.12,68959.28
5,669531.75,68958.16
6,669531.75,68936.45
7,669531.75,68936.45
8,669067.37,68936.45
9,669067.37,68936.35
10,669067.37,68936.15
11,668986.0,68936.15
12,668986.0,68936.15
13,668986.0,68936.15
14,668982.06,68936.15
15,668982.06,68936.15
16,668982.06,68936.15
17,668982.06,68936.15
18,668982.06,68936.14
19,668980.71,68936.14
20,668980.71,68936.14
21,668980.71,68936.14
22,668980.71,68936.14
23,668980.71,68936.14
24,668980.68,68936.14
25,668980.68,68936.14
26,668980.68,68936.14
27,668980.68,68936.14
28,668980.68,68936.14
29,668980.68,68936.14
30,668980.68,68936.14
31,668980.68,68936.14
32,668980.68,68936.14
33,668980.68,68936.14
34,668980.68,68936.14
35,668980.68,68936.14
36,668980.68,68936.14
37,668980.68,68936.14
38,668980.68,68936.14
39,668980.68,68936.14
40,668980.68,68936.14
41,668980.68,68936.14
42,668980.68,68936.14
43,668980.68,68936.14
44,668980.68,68936.14
45,668980.68,68936.14
46,668980.68,68936.14
47,668980.68,68936.14
48,668980.68,68936.14
49,668980.68,68936.14
50,668980.68,68936.14
51,668980.68,68936.14
52,668980.68,68936.14
53,668980.68,68936.14
54,668980.68,68936.14
55,668980.68,68936.14
56,668980.68,68936.14
57,668980.68,68936.14
58,668980.68,68936.14
59,668980.68,68936.14
60,668980.68,68936.14
