generation,best_cost_eur,best_emissions_kg
1,29805.58,3275.66
2,27284.71,3275.66
3,27118.04,3251.31
4,25246.97,3238.33
5,25197.6,3219.8
6,24645.14,3219.8
7,24645.14,3219.8
8,24111.54,3219.8
9,23927.95,3219.8
10,23815.3,3213.57
11,23815.3,3213.57
12,23815.3,3213.57
13,23514.42,3213.57
14,23313.77,3213.57
15,23313.77,3213.57
16,23194.48,3213.57
17,23194.48,3213.57
18,22992.29,3213.57
19,22962.99,3213.57
20,22667.33,3213.57
21,22667.33,3213.57
22,22667.21,3213.57
23,22667.21,3213.57
24,22667.11,3213.57
25,22666.91,3213.57
26,22666.06,3213.57
27,22662.92,3213.57
28,22662.92,3213.57
29,22662.92,3213.57
30,22662.92,3213.54
31,22662.92,3213.54
32,22662.92,3213.54
33,22662.92,3213.54
34,22662.92,3213.54
35,22662.92,3213.54
36,22662.92,3213.54
37,22662.92,3213.54
38,22662.92,3213.54
39,22662.92,3213.54
40,22662.92,3213.54
41,22662.92,3213.54
42,22662.92,3213.54
43,22662.92,3213.54
44,22662.92,3213.54
45,22662.92,3213.54
46,22662.92,3213.54
47,22662.91,3213.54
48,22662.91,3213.54
49,22662.91,3213.54
50,22662.91,3213.54
51,22662.91,3213.54
52,22662.91,3213.54
53,22662.91,3213.54
54,22662.91,3213.54
55,22662.91,3213.54
56,22662.91,3213.54
57,22662.91,3213.54
58,22662.91,3213.54
59,22662.91,3213.54
60,22662.91,3213.54
