total_electricity_demand_kwh,total_thermal_demand_kwh,annual_cost_utility_grid_eur,annual_cost_gas_boiler_eur,annual_cost_total_eur,annual_emissions_utility_grid_kg,annual_emissions_gas_boiler_kg,annual_emissions_total_kg
21.831,1982.409,357.1797,23516.3268,23873.5065,39.8416,3617.8964,3657.738
