total_electricity_demand_kwh,total_electricity_consumption_kwh,total_thermal_demand_kwh,total_pv_generation_kwh,total_pv_curtailed_kwh,pv_self_consumption_fraction,annual_cost_pv_capex_eur,annual_cost_pv_om_eur,annual_cost_grid_eur,annual_cost_gas_boiler_eur,annual_cost_electric_boiler_eur,annual_cost_total_eur,annual_emissions_grid_kg,annual_emissions_gas_boiler_kg,annual_emissions_electric_boiler_kg,annual_emissions_total_kg
3278.8012,3278.8012,15074.5684,3849.9126,2442.9005,0.3655,94.44,38.4991,335.6118,1959.6939,0.0,2428.2448,37.4358,301.4914,0.0,338.9272
