total_electricity_demand_kwh,total_electricity_consumption_kwh,total_thermal_demand_kwh,total_pv_generation_kwh,pv_self_consumption_fraction,annual_cost_pv_capex_eur,annual_cost_pv_om_eur,annual_cost_grid_eur,annual_cost_gas_boiler_eur,annual_cost_electric_boiler_eur,annual_cost_heat_pump_eur,annual_cost_bess_eur,annual_cost_tess_eur,annual_cost_total_eur,annual_emissions_grid_kg,annual_emissions_gas_boiler_kg,annual_emissions_electric_boiler_kg,annual_emissions_bess_kg,annual_emissions_tess_kg,annual_emissions_total_kg
3278.8012,9060.9502,15074.5684,3849.9126,0.9189,94.44,38.4991,912.0529,0.0,0.0,2035.0667,5.9827,249.8613,3335.9028,101.7348,0.0,0.0,27.388,0.0,129.1228
