generation,best_cost_eur,best_emissions_kg
1,31354.73,3397.95
2,31354.73,3397.95
3,31312.58,3397.95
4,29496.64,3381.83
5,28122.07,3375.8
6,28122.07,3363.76
7,26035.78,3352.39
8,25683.22,3342.33
9,25603.25,3342.33
10,25382.17,3338.08
11,25293.27,3338.08
12,24449.12,3338.08
13,24408.74,3338.08
14,24408.74,3337.79
15,24018.42,3337.75
16,24016.09,3337.75
17,24016.09,3337.56
18,24016.09,3337.32
19,24013.38,3336.55
20,24013.38,3336.55
21,24012.79,3336.55
22,24012.79,3336.55
23,24012.79,3336.51
24,24012.41,3335.87
25,24012.34,3335.87
26,24012.0,3335.87
27,24012.0,3335.62
28,24011.85,3335.62
29,24011.81,3335.62
30,24011.81,3335.62
31,24011.81,3335.59
32,24011.81,3335.59
33,24011.81,3335.59
34,24011.81,3335.59
35,24011.81,3335.59
36,24011.67,3335.59
37,24011.67,3335.59
38,24011.67,3335.59
39,24011.67,3335.59
40,24011.66,3335.59
41,24011.66,3335.59
42,24011.66,3335.59
43,24011.66,3335.59
44,24011.66,3335.59
45,24011.66,3335.59
46,24011.66,3335.59
47,24011.66,3335.59
48,24011.66,3335.59
49,24011.66,3335.59
50,24011.66,3335.59
51,24011.66,3335.59
52,24011.66,3335.59
53,24011.66,3335.59
54,24011.66,3335.59
55,24011.66,3335.59
56,24011.66,3335.59
57,24011.66,3335.59
58,24011.66,3335.59
59,24011.66,3335.59
60,24011.66,3335.59
