generation,best_cost_eur,best_emissions_kg
1,673800.12,58936.47
2,673800.12,58936.47
3,672437.41,58936.47
4,672156.25,58936.47
5,669390.06,58921.81
6,669390.06,58921.81
7,669390.06,58920.46
8,669390.06,58920.46
9,669390.06,58920.46
10,668991.21,58920.46
11,668991.21,58920.46
12,668989.55,58920.46
13,668989.55,58920.46
14,668989.55,58920.46
15,668989.55,58920.46
16,668989.55,58920.46
17,668989.55,58920.46
18,668989.55,58920.46
19,668989.55,58920.36
20,668981.65,58920.36
21,668981.65,58920.36
22,668981.65,58920.36
23,668981.16,58920.36
24,668980.71,58920.36
25,668980.71,58920.36
26,668980.71,58920.36
27,668980.68,58920.36
28,668980.68,58920.36
29,668980.68,58920.36
30,668980.68,58920.36
31,668980.68,58920.36
32,668980.68,58920.32
33,668980.68,58920.32
34,668980.68,58920.32
35,668980.68,58920.32
36,668980.68,58920.32
37,668980.68,58920.32
38,668980.68,58920.32
39,668980.68,58920.32
40,668980.68,58920.32
41,668980.68,58920.32
42,668980.68,58920.32
43,668980.68,58920.32
44,668980.68,58920.32
45,668980.68,58920.32
46,668980.68,58920.32
47,668980.68,58920.32
48,668980.68,58920.32
49,668980.68,58920.32
50,668980.68,58920.32
51,668980.68,58920.32
52,668980.68,58920.32
53,668980.68,58920.32
54,668980.68,58920.32
55,668980.68,58920.32
56,668980.68,58920.32
57,668980.68,58920.32
58,668980.68,58920.32
59,668980.68,58920.32
60,668980.68,58920.32
