Timestamp,Mean,Median
2023-07-15 00:00:00+00:00,283.8,180.0
2023-07-15 01:00:00+00:00,265.4533333333333,150.0
2023-07-15 02:00:00+00:00,248.18666666666667,146.0
2023-07-15 03:00:00+00:00,250.52,142.0
2023-07-15 04:00:00+00:00,257.3066666666667,162.0
2023-07-15 05:00:00+00:00,252.10666666666663,164.0
2023-07-15 06:00:00+00:00,283.64,152.0
2023-07-15 07:00:00+00:00,319.4,192.0
2023-07-15 08:00:00+00:00,336.08,210.0
2023-07-15 09:00:00+00:00,303.6,214.0
2023-07-15 10:00:00+00:00,300.06666666666666,194.0
2023-07-15 11:00:00+00:00,457.9333333333333,248.0
2023-07-15 12:00:00+00:00,457.6,252.0
2023-07-15 13:00:00+00:00,490.6133333333333,238.0
2023-07-15 14:00:00+00:00,364.6666666666667,182.0
2023-07-15 15:00:00+00:00,379.6133333333333,196.0
2023-07-15 16:00:00+00:00,442.88,212.0
2023-07-15 17:00:00+00:00,394.6133333333333,196.0
2023-07-15 18:00:00+00:00,421.28,250.0
2023-07-15 19:00:00+00:00,369.5733333333333,270.0
2023-07-15 20:00:00+00:00,451.9866666666667,304.0
2023-07-15 21:00:00+00:00,355.05333333333334,262.0
2023-07-15 22:00:00+00:00,293.68,234.0
2023-07-15 23:00:00+00:00,287.5466666666667,166.0
