,Count,Min,Mean,Median,Max
2022-10-25 00:30:00+02:00,75.0,28.0,279.06666666666666,184.0,2708.0
2022-10-25 01:00:00+02:00,75.0,36.0,245.6,162.0,2682.0
2022-10-25 01:30:00+02:00,75.0,12.0,240.93333333333334,152.0,2764.0
2022-10-25 02:00:00+02:00,75.0,14.0,241.92,152.0,2770.0
2022-10-25 02:30:00+02:00,75.0,34.0,230.82666666666665,156.0,2792.0
2022-10-25 03:00:00+02:00,75.0,38.0,242.02666666666667,144.0,2894.0
2022-10-25 03:30:00+02:00,75.0,14.0,223.54666666666665,136.0,2920.0
2022-10-25 04:00:00+02:00,75.0,12.0,230.45333333333335,138.0,2918.0
2022-10-25 04:30:00+02:00,75.0,14.0,235.17333333333335,138.0,2880.0
2022-10-25 05:00:00+02:00,75.0,32.0,200.98666666666668,136.0,2464.0
2022-10-25 05:30:00+02:00,75.0,26.0,178.82666666666665,134.0,2434.0
2022-10-25 06:00:00+02:00,75.0,14.0,206.58666666666667,142.0,2434.0
2022-10-25 06:30:00+02:00,75.0,12.0,252.74666666666667,172.0,2408.0
2022-10-25 07:00:00+02:00,75.0,28.0,275.25333333333333,194.0,2424.0
2022-10-25 07:30:00+02:00,75.0,54.0,271.3066666666667,188.0,1722.0
2022-10-25 08:00:00+02:00,75.0,14.0,251.49333333333334,194.0,842.0
2022-10-25 08:30:00+02:00,75.0,30.0,236.18666666666667,204.0,1024.0
2022-10-25 09:00:00+02:00,75.0,38.0,234.45333333333335,178.0,1120.0
2022-10-25 09:30:00+02:00,75.0,2.0,269.38666666666666,168.0,2162.0
2022-10-25 10:00:00+02:00,75.0,0.0,373.6,198.0,3336.0
2022-10-25 10:30:00+02:00,75.0,28.0,348.85333333333335,186.0,2552.0
2022-10-25 11:00:00+02:00,75.0,28.0,333.25333333333333,188.0,2566.0
2022-10-25 11:30:00+02:00,75.0,0.0,333.25333333333333,154.0,2568.0
2022-10-25 12:00:00+02:00,75.0,0.0,374.0,176.0,2910.0
2022-10-25 12:30:00+02:00,75.0,0.0,463.76,202.0,3124.0
2022-10-25 13:00:00+02:00,75.0,0.0,369.8933333333333,220.0,2524.0
2022-10-25 13:30:00+02:00,75.0,0.0,401.84,204.0,3412.0
2022-10-25 14:00:00+02:00,75.0,0.0,355.0933333333333,164.0,1660.0
2022-10-25 14:30:00+02:00,75.0,0.0,370.2133333333333,208.0,1490.0
2022-10-25 15:00:00+02:00,75.0,0.0,339.68,172.0,2228.0
2022-10-25 15:30:00+02:00,75.0,2.0,242.02666666666667,154.0,1250.0
2022-10-25 16:00:00+02:00,75.0,0.0,285.41333333333336,182.0,2256.0
2022-10-25 16:30:00+02:00,75.0,0.0,272.72,166.0,3526.0
2022-10-25 17:00:00+02:00,75.0,2.0,285.2266666666667,178.0,2628.0
2022-10-25 17:30:00+02:00,75.0,4.0,246.08,178.0,1816.0
2022-10-25 18:00:00+02:00,75.0,10.0,281.94666666666666,196.0,1742.0
2022-10-25 18:30:00+02:00,75.0,12.0,308.4,220.0,1488.0
2022-10-25 19:00:00+02:00,75.0,56.0,434.16,266.0,2106.0
2022-10-25 19:30:00+02:00,75.0,34.0,575.92,314.0,2290.0
2022-10-25 20:00:00+02:00,75.0,64.0,602.2133333333334,342.0,2598.0
2022-10-25 20:30:00+02:00,75.0,22.0,522.16,354.0,2510.0
2022-10-25 21:00:00+02:00,75.0,50.0,443.04,342.0,2944.0
2022-10-25 21:30:00+02:00,75.0,60.0,395.04,326.0,1688.0
2022-10-25 22:00:00+02:00,75.0,12.0,373.12,242.0,2300.0
2022-10-25 22:30:00+02:00,75.0,20.0,395.49333333333334,228.0,3856.0
2022-10-25 23:00:00+02:00,75.0,38.0,315.94666666666666,238.0,2002.0
2022-10-25 23:30:00+02:00,75.0,32.0,296.48,232.0,1542.0
2022-10-26 00:00:00+02:00,75.0,22.0,243.46666666666667,190.0,1406.0
2022-10-26 00:30:00+02:00,75.0,12.0,262.7733333333333,188.0,1482.0
2022-10-26 01:00:00+02:00,75.0,20.0,253.68,172.0,2056.0
2022-10-26 01:30:00+02:00,75.0,38.0,217.57333333333332,170.0,2328.0
2022-10-26 02:00:00+02:00,75.0,20.0,200.50666666666666,138.0,1766.0
2022-10-26 02:30:00+02:00,75.0,12.0,166.98666666666668,130.0,1612.0
2022-10-26 03:00:00+02:00,75.0,12.0,201.65333333333334,140.0,1690.0
2022-10-26 03:30:00+02:00,75.0,28.0,177.22666666666666,154.0,956.0
2022-10-26 04:00:00+02:00,75.0,24.0,168.0,130.0,692.0
2022-10-26 04:30:00+02:00,75.0,12.0,170.93333333333334,138.0,568.0
2022-10-26 05:00:00+02:00,75.0,12.0,178.53333333333333,140.0,1468.0
2022-10-26 05:30:00+02:00,75.0,12.0,159.33333333333334,136.0,726.0
2022-10-26 06:00:00+02:00,75.0,30.0,170.53333333333333,140.0,1598.0
2022-10-26 06:30:00+02:00,75.0,24.0,198.88,146.0,852.0
2022-10-26 07:00:00+02:00,75.0,12.0,203.92,182.0,856.0
2022-10-26 07:30:00+02:00,75.0,12.0,272.82666666666665,184.0,2836.0
2022-10-26 08:00:00+02:00,75.0,10.0,268.6666666666667,196.0,2612.0
2022-10-26 08:30:00+02:00,75.0,36.0,274.53333333333336,202.0,1452.0
2022-10-26 09:00:00+02:00,75.0,24.0,238.26666666666668,188.0,1058.0
2022-10-26 09:30:00+02:00,75.0,24.0,233.68,170.0,926.0
2022-10-26 10:00:00+02:00,75.0,6.0,350.32,184.0,1974.0
2022-10-26 10:30:00+02:00,75.0,0.0,313.70666666666665,188.0,1716.0
2022-10-26 11:00:00+02:00,75.0,0.0,333.2,208.0,1926.0
2022-10-26 11:30:00+02:00,75.0,0.0,407.76,182.0,2550.0
2022-10-26 12:00:00+02:00,75.0,0.0,335.52,180.0,1908.0
2022-10-26 12:30:00+02:00,75.0,0.0,377.25333333333333,256.0,2018.0
2022-10-26 13:00:00+02:00,75.0,34.0,413.62666666666667,266.0,2050.0
2022-10-26 13:30:00+02:00,75.0,0.0,354.1066666666667,228.0,2814.0
2022-10-26 14:00:00+02:00,75.0,0.0,307.25333333333333,210.0,2304.0
2022-10-26 14:30:00+02:00,75.0,0.0,298.3466666666667,182.0,1842.0
2022-10-26 15:00:00+02:00,75.0,0.0,260.4266666666667,202.0,1584.0
2022-10-26 15:30:00+02:00,75.0,0.0,257.5466666666667,164.0,1820.0
2022-10-26 16:00:00+02:00,75.0,0.0,288.4266666666667,188.0,2044.0
2022-10-26 16:30:00+02:00,75.0,0.0,284.53333333333336,200.0,1762.0
2022-10-26 17:00:00+02:00,75.0,12.0,284.08,174.0,1478.0
2022-10-26 17:30:00+02:00,75.0,12.0,274.08,184.0,1884.0
2022-10-26 18:00:00+02:00,75.0,24.0,336.02666666666664,190.0,2572.0
2022-10-26 18:30:00+02:00,75.0,48.0,316.24,176.0,2386.0
2022-10-26 19:00:00+02:00,75.0,12.0,432.61333333333334,274.0,3296.0
2022-10-26 19:30:00+02:00,75.0,32.0,569.8133333333334,358.0,3082.0
2022-10-26 20:00:00+02:00,75.0,66.0,598.5066666666667,374.0,2864.0
2022-10-26 20:30:00+02:00,75.0,14.0,468.16,322.0,2514.0
2022-10-26 21:00:00+02:00,75.0,34.0,462.64,318.0,2686.0
2022-10-26 21:30:00+02:00,75.0,60.0,479.38666666666666,318.0,3204.0
2022-10-26 22:00:00+02:00,75.0,14.0,464.72,282.0,2672.0
2022-10-26 22:30:00+02:00,75.0,20.0,439.38666666666666,282.0,2436.0
2022-10-26 23:00:00+02:00,75.0,64.0,361.70666666666665,248.0,2422.0
2022-10-26 23:30:00+02:00,75.0,24.0,336.74666666666667,216.0,2348.0
2022-10-27 00:00:00+02:00,75.0,12.0,322.02666666666664,196.0,2376.0
2022-10-27 00:30:00+02:00,75.0,14.0,272.4,168.0,2304.0
2022-10-27 01:00:00+02:00,75.0,38.0,240.82666666666665,156.0,2352.0
2022-10-27 01:30:00+02:00,75.0,30.0,229.68,134.0,2314.0
2022-10-27 02:00:00+02:00,75.0,12.0,199.2,138.0,2330.0
2022-10-27 02:30:00+02:00,75.0,14.0,191.25333333333333,128.0,2330.0
2022-10-27 03:00:00+02:00,75.0,12.0,230.77333333333334,146.0,2336.0
2022-10-27 03:30:00+02:00,75.0,40.0,199.25333333333333,132.0,2336.0
2022-10-27 04:00:00+02:00,75.0,28.0,184.77333333333334,126.0,2354.0
2022-10-27 04:30:00+02:00,75.0,14.0,188.53333333333333,130.0,2290.0
2022-10-27 05:00:00+02:00,75.0,12.0,194.88,140.0,2360.0
2022-10-27 05:30:00+02:00,75.0,36.0,184.61333333333334,142.0,2324.0
2022-10-27 06:00:00+02:00,75.0,22.0,197.28,136.0,2326.0
2022-10-27 06:30:00+02:00,75.0,12.0,231.12,158.0,2332.0
2022-10-27 07:00:00+02:00,75.0,12.0,267.92,194.0,2346.0
2022-10-27 07:30:00+02:00,75.0,14.0,302.6666666666667,180.0,2310.0
2022-10-27 08:00:00+02:00,75.0,44.0,337.12,212.0,2888.0
2022-10-27 08:30:00+02:00,75.0,32.0,355.0133333333333,224.0,2374.0
2022-10-27 09:00:00+02:00,75.0,34.0,278.58666666666664,176.0,2620.0
2022-10-27 09:30:00+02:00,75.0,34.0,329.52,182.0,2426.0
2022-10-27 10:00:00+02:00,75.0,34.0,339.3333333333333,180.0,3424.0
2022-10-27 10:30:00+02:00,75.0,48.0,381.81333333333333,178.0,2980.0
2022-10-27 11:00:00+02:00,75.0,2.0,329.7866666666667,178.0,2636.0
2022-10-27 11:30:00+02:00,75.0,36.0,393.94666666666666,180.0,2484.0
2022-10-27 12:00:00+02:00,75.0,48.0,419.94666666666666,202.0,3984.0
2022-10-27 12:30:00+02:00,75.0,0.0,472.2133333333333,252.0,2646.0
2022-10-27 13:00:00+02:00,75.0,0.0,396.8,228.0,2722.0
2022-10-27 13:30:00+02:00,75.0,0.0,343.14666666666665,230.0,2622.0
2022-10-27 14:00:00+02:00,75.0,0.0,334.58666666666664,196.0,2398.0
2022-10-27 14:30:00+02:00,75.0,0.0,352.4266666666667,220.0,2208.0
2022-10-27 15:00:00+02:00,75.0,0.0,318.4266666666667,196.0,2160.0
2022-10-27 15:30:00+02:00,75.0,0.0,268.3466666666667,176.0,1400.0
2022-10-27 16:00:00+02:00,75.0,0.0,269.04,166.0,1604.0
2022-10-27 16:30:00+02:00,75.0,0.0,316.48,196.0,1610.0
2022-10-27 17:00:00+02:00,75.0,0.0,264.37333333333333,168.0,1556.0
2022-10-27 17:30:00+02:00,75.0,2.0,267.12,166.0,1208.0
2022-10-27 18:00:00+02:00,75.0,18.0,325.0933333333333,192.0,1646.0
2022-10-27 18:30:00+02:00,75.0,34.0,389.14666666666665,208.0,4230.0
2022-10-27 19:00:00+02:00,75.0,40.0,398.85333333333335,248.0,2368.0
2022-10-27 19:30:00+02:00,75.0,34.0,456.93333333333334,292.0,1952.0
2022-10-27 20:00:00+02:00,75.0,40.0,491.25333333333333,338.0,2244.0
2022-10-27 20:30:00+02:00,75.0,48.0,473.41333333333336,336.0,3182.0
2022-10-27 21:00:00+02:00,75.0,34.0,443.0133333333333,310.0,2096.0
2022-10-27 21:30:00+02:00,75.0,22.0,441.81333333333333,328.0,1726.0
2022-10-27 22:00:00+02:00,75.0,12.0,431.94666666666666,278.0,2274.0
2022-10-27 22:30:00+02:00,75.0,32.0,376.6666666666667,244.0,1770.0
2022-10-27 23:00:00+02:00,75.0,48.0,307.6,210.0,1814.0
2022-10-27 23:30:00+02:00,75.0,16.0,288.8,196.0,1394.0
2022-10-28 00:00:00+02:00,75.0,20.0,250.45333333333335,182.0,1030.0
2022-10-28 00:30:00+02:00,75.0,14.0,251.70666666666668,170.0,1394.0
2022-10-28 01:00:00+02:00,75.0,42.0,210.05333333333334,156.0,756.0
2022-10-28 01:30:00+02:00,75.0,30.0,176.50666666666666,150.0,944.0
2022-10-28 02:00:00+02:00,75.0,14.0,163.33333333333334,136.0,528.0
2022-10-28 02:30:00+02:00,75.0,12.0,165.94666666666666,150.0,812.0
2022-10-28 03:00:00+02:00,75.0,16.0,165.68,132.0,1326.0
2022-10-28 03:30:00+02:00,75.0,44.0,175.68,148.0,936.0
2022-10-28 04:00:00+02:00,75.0,24.0,149.84,122.0,766.0
2022-10-28 04:30:00+02:00,75.0,14.0,186.10666666666665,128.0,1216.0
2022-10-28 05:00:00+02:00,75.0,12.0,180.98666666666668,140.0,2286.0
2022-10-28 05:30:00+02:00,75.0,20.0,158.85333333333332,138.0,542.0
2022-10-28 06:00:00+02:00,75.0,30.0,165.38666666666666,142.0,916.0
2022-10-28 06:30:00+02:00,75.0,12.0,186.85333333333332,154.0,696.0
2022-10-28 07:00:00+02:00,75.0,14.0,214.96,164.0,700.0
2022-10-28 07:30:00+02:00,75.0,12.0,226.24,176.0,1096.0
2022-10-28 08:00:00+02:00,75.0,40.0,247.97333333333333,202.0,1004.0
2022-10-28 08:30:00+02:00,75.0,36.0,238.32,186.0,920.0
2022-10-28 09:00:00+02:00,75.0,32.0,278.58666666666664,184.0,1488.0
2022-10-28 09:30:00+02:00,75.0,2.0,239.92,166.0,1550.0
2022-10-28 10:00:00+02:00,75.0,0.0,309.38666666666666,204.0,1862.0
2022-10-28 10:30:00+02:00,75.0,0.0,290.1333333333333,180.0,2064.0
2022-10-28 11:00:00+02:00,75.0,0.0,295.7866666666667,188.0,1544.0
2022-10-28 11:30:00+02:00,75.0,0.0,262.02666666666664,182.0,1250.0
2022-10-28 12:00:00+02:00,75.0,0.0,287.0133333333333,186.0,1702.0
2022-10-28 12:30:00+02:00,75.0,0.0,336.82666666666665,218.0,1668.0
2022-10-28 13:00:00+02:00,75.0,0.0,332.08,186.0,1808.0
2022-10-28 13:30:00+02:00,75.0,0.0,307.5466666666667,200.0,1498.0
2022-10-28 14:00:00+02:00,75.0,0.0,345.14666666666665,232.0,2402.0
2022-10-28 14:30:00+02:00,75.0,0.0,237.81333333333333,180.0,1284.0
2022-10-28 15:00:00+02:00,75.0,0.0,329.84,204.0,3364.0
2022-10-28 15:30:00+02:00,75.0,0.0,309.3333333333333,180.0,2816.0
2022-10-28 16:00:00+02:00,75.0,0.0,356.1066666666667,192.0,3224.0
2022-10-28 16:30:00+02:00,75.0,0.0,372.29333333333335,224.0,4054.0
2022-10-28 17:00:00+02:00,75.0,2.0,332.16,182.0,3532.0
2022-10-28 17:30:00+02:00,75.0,0.0,301.68,176.0,2352.0
2022-10-28 18:00:00+02:00,75.0,8.0,307.5733333333333,180.0,2826.0
2022-10-28 18:30:00+02:00,75.0,44.0,405.94666666666666,218.0,3918.0
2022-10-28 19:00:00+02:00,75.0,40.0,480.72,258.0,3896.0
2022-10-28 19:30:00+02:00,75.0,34.0,537.28,256.0,3268.0
2022-10-28 20:00:00+02:00,75.0,56.0,573.6266666666667,330.0,3218.0
2022-10-28 20:30:00+02:00,75.0,34.0,534.5066666666667,370.0,2332.0
2022-10-28 21:00:00+02:00,75.0,46.0,479.94666666666666,348.0,2362.0
2022-10-28 21:30:00+02:00,75.0,22.0,466.53333333333336,302.0,2502.0
2022-10-28 22:00:00+02:00,75.0,12.0,428.02666666666664,302.0,2516.0
2022-10-28 22:30:00+02:00,75.0,52.0,435.3333333333333,262.0,2606.0
2022-10-28 23:00:00+02:00,75.0,28.0,370.58666666666664,252.0,2490.0
2022-10-28 23:30:00+02:00,75.0,14.0,357.38666666666666,242.0,2490.0
2022-10-29 00:00:00+02:00,75.0,24.0,308.9066666666667,224.0,2424.0
2022-10-29 00:30:00+02:00,75.0,30.0,346.9866666666667,194.0,2446.0
2022-10-29 01:00:00+02:00,75.0,28.0,339.8666666666667,178.0,2398.0
2022-10-29 01:30:00+02:00,75.0,14.0,297.6,160.0,2378.0
2022-10-29 02:00:00+02:00,75.0,12.0,282.56,144.0,2384.0
2022-10-29 02:30:00+02:00,75.0,24.0,291.12,138.0,3816.0
2022-10-29 03:00:00+02:00,75.0,30.0,281.97333333333336,142.0,2914.0
2022-10-29 03:30:00+02:00,75.0,12.0,285.76,138.0,3418.0
2022-10-29 04:00:00+02:00,75.0,14.0,291.70666666666665,140.0,3454.0
2022-10-29 04:30:00+02:00,75.0,32.0,289.8933333333333,138.0,2884.0
2022-10-29 05:00:00+02:00,75.0,28.0,282.50666666666666,142.0,2836.0
2022-10-29 05:30:00+02:00,75.0,12.0,293.68,140.0,2842.0
2022-10-29 06:00:00+02:00,75.0,12.0,295.41333333333336,134.0,2856.0
2022-10-29 06:30:00+02:00,75.0,22.0,285.36,156.0,2366.0
2022-10-29 07:00:00+02:00,75.0,38.0,286.8,162.0,2374.0
2022-10-29 07:30:00+02:00,75.0,14.0,277.5733333333333,136.0,2450.0
2022-10-29 08:00:00+02:00,75.0,12.0,272.6666666666667,172.0,2396.0
2022-10-29 08:30:00+02:00,75.0,20.0,282.96,162.0,2396.0
2022-10-29 09:00:00+02:00,75.0,34.0,343.44,200.0,2326.0
2022-10-29 09:30:00+02:00,75.0,0.0,380.0,214.0,2386.0
2022-10-29 10:00:00+02:00,75.0,2.0,381.12,258.0,2318.0
2022-10-29 10:30:00+02:00,75.0,0.0,460.6933333333333,266.0,2390.0
2022-10-29 11:00:00+02:00,75.0,0.0,474.37333333333333,256.0,2644.0
2022-10-29 11:30:00+02:00,75.0,0.0,529.8666666666667,264.0,3144.0
2022-10-29 12:00:00+02:00,75.0,0.0,462.8,246.0,3108.0
2022-10-29 12:30:00+02:00,75.0,0.0,501.5466666666667,314.0,2590.0
2022-10-29 13:00:00+02:00,75.0,0.0,516.9333333333333,322.0,2186.0
2022-10-29 13:30:00+02:00,75.0,0.0,446.56,276.0,2538.0
2022-10-29 14:00:00+02:00,75.0,0.0,485.5466666666667,300.0,2774.0
2022-10-29 14:30:00+02:00,75.0,0.0,443.5466666666667,260.0,2254.0
2022-10-29 15:00:00+02:00,75.0,0.0,418.1333333333333,258.0,2958.0
2022-10-29 15:30:00+02:00,75.0,0.0,341.44,220.0,2302.0
2022-10-29 16:00:00+02:00,75.0,0.0,334.2133333333333,198.0,2840.0
2022-10-29 16:30:00+02:00,75.0,0.0,296.6666666666667,162.0,2076.0
2022-10-29 17:00:00+02:00,75.0,2.0,278.85333333333335,192.0,1772.0
2022-10-29 17:30:00+02:00,75.0,0.0,325.81333333333333,192.0,1800.0
2022-10-29 18:00:00+02:00,75.0,30.0,310.18666666666667,180.0,1634.0
2022-10-29 18:30:00+02:00,75.0,34.0,359.0933333333333,202.0,1846.0
2022-10-29 19:00:00+02:00,75.0,36.0,394.4266666666667,260.0,1842.0
2022-10-29 19:30:00+02:00,75.0,36.0,480.1066666666667,310.0,2530.0
2022-10-29 20:00:00+02:00,75.0,34.0,428.3466666666667,288.0,1910.0
2022-10-29 20:30:00+02:00,75.0,16.0,413.46666666666664,290.0,1850.0
2022-10-29 21:00:00+02:00,75.0,44.0,418.96,276.0,2200.0
2022-10-29 21:30:00+02:00,75.0,34.0,364.1066666666667,268.0,1560.0
2022-10-29 22:00:00+02:00,75.0,12.0,402.53333333333336,258.0,2142.0
2022-10-29 22:30:00+02:00,75.0,22.0,360.50666666666666,236.0,1542.0
2022-10-29 23:00:00+02:00,75.0,32.0,321.84,238.0,1612.0
2022-10-29 23:30:00+02:00,75.0,48.0,319.81333333333333,224.0,1578.0
2022-10-30 00:00:00+02:00,75.0,16.0,327.97333333333336,198.0,2976.0
2022-10-30 00:30:00+02:00,75.0,14.0,264.48,192.0,1472.0
2022-10-30 01:00:00+02:00,75.0,22.0,280.05333333333334,200.0,2958.0
2022-10-30 01:30:00+02:00,75.0,32.0,268.0,184.0,3110.0
2022-10-30 02:00:00+02:00,75.0,18.0,263.3066666666667,168.0,3086.0
2022-10-30 02:30:00+02:00,75.0,12.0,249.92,152.0,3766.0
2022-10-30 02:00:00+01:00,,,,,
2022-10-30 02:30:00+01:00,,,,,
2022-10-30 03:00:00+01:00,75.0,28.0,196.10666666666665,140.0,1410.0
2022-10-30 03:30:00+01:00,75.0,14.0,180.08,144.0,1384.0
2022-10-30 04:00:00+01:00,75.0,12.0,187.06666666666666,146.0,1366.0
2022-10-30 04:30:00+01:00,75.0,36.0,200.96,142.0,1370.0
2022-10-30 05:00:00+01:00,75.0,22.0,178.42666666666668,156.0,1392.0
2022-10-30 05:30:00+01:00,75.0,14.0,186.48,152.0,1224.0
2022-10-30 06:00:00+01:00,75.0,12.0,194.29333333333332,150.0,1182.0
2022-10-30 06:30:00+01:00,75.0,40.0,177.04,140.0,1014.0
2022-10-30 07:00:00+01:00,75.0,36.0,197.14666666666668,150.0,1284.0
2022-10-30 07:30:00+01:00,75.0,14.0,215.52,166.0,998.0
2022-10-30 08:00:00+01:00,75.0,36.0,260.88,176.0,2582.0
2022-10-30 08:30:00+01:00,75.0,2.0,270.4,172.0,1292.0
2022-10-30 09:00:00+01:00,75.0,0.0,368.7733333333333,216.0,1632.0
2022-10-30 09:30:00+01:00,75.0,0.0,362.32,226.0,1618.0
2022-10-30 10:00:00+01:00,75.0,0.0,346.1333333333333,202.0,2042.0
2022-10-30 10:30:00+01:00,75.0,0.0,368.1333333333333,234.0,2888.0
2022-10-30 11:00:00+01:00,75.0,0.0,466.96,240.0,2854.0
2022-10-30 11:30:00+01:00,75.0,0.0,445.62666666666667,228.0,2876.0
2022-10-30 12:00:00+01:00,75.0,0.0,542.0,324.0,2420.0
2022-10-30 12:30:00+01:00,75.0,0.0,524.3733333333333,310.0,3310.0
2022-10-30 13:00:00+01:00,75.0,0.0,451.6,276.0,2236.0
2022-10-30 13:30:00+01:00,75.0,0.0,414.1066666666667,316.0,2938.0
2022-10-30 14:00:00+01:00,75.0,0.0,419.25333333333333,238.0,2538.0
2022-10-30 14:30:00+01:00,75.0,0.0,360.9066666666667,228.0,2290.0
2022-10-30 15:00:00+01:00,75.0,0.0,310.9066666666667,210.0,1196.0
2022-10-30 15:30:00+01:00,75.0,0.0,265.97333333333336,192.0,1406.0
2022-10-30 16:00:00+01:00,75.0,0.0,239.78666666666666,188.0,1310.0
2022-10-30 16:30:00+01:00,75.0,4.0,303.0133333333333,204.0,2166.0
2022-10-30 17:00:00+01:00,75.0,14.0,340.56,214.0,2768.0
2022-10-30 17:30:00+01:00,75.0,52.0,355.62666666666667,208.0,3064.0
2022-10-30 18:00:00+01:00,75.0,40.0,336.05333333333334,210.0,1762.0
2022-10-30 18:30:00+01:00,75.0,20.0,418.53333333333336,252.0,2834.0
2022-10-30 19:00:00+01:00,75.0,48.0,419.2,272.0,2922.0
2022-10-30 19:30:00+01:00,75.0,42.0,456.53333333333336,296.0,2290.0
2022-10-30 20:00:00+01:00,75.0,34.0,461.5733333333333,310.0,2790.0
2022-10-30 20:30:00+01:00,75.0,42.0,435.92,322.0,2060.0
2022-10-30 21:00:00+01:00,75.0,22.0,415.36,300.0,3812.0
2022-10-30 21:30:00+01:00,75.0,14.0,405.68,256.0,2050.0
2022-10-30 22:00:00+01:00,75.0,48.0,348.26666666666665,240.0,2214.0
2022-10-30 22:30:00+01:00,75.0,16.0,340.1333333333333,246.0,2250.0
2022-10-30 23:00:00+01:00,75.0,14.0,296.18666666666667,214.0,2184.0
2022-10-30 23:30:00+01:00,75.0,28.0,270.9866666666667,200.0,1518.0
2022-10-31 00:00:00+01:00,75.0,32.0,263.2266666666667,178.0,1722.0
2022-10-31 00:30:00+01:00,75.0,16.0,215.84,174.0,702.0
2022-10-31 01:00:00+01:00,75.0,12.0,194.26666666666668,166.0,722.0
2022-10-31 01:30:00+01:00,75.0,14.0,204.54666666666665,148.0,684.0
2022-10-31 02:00:00+01:00,75.0,52.0,200.94666666666666,147.0,1332.0
2022-10-31 02:30:00+01:00,75.0,22.0,174.22666666666666,134.0,914.0
2022-10-31 03:00:00+01:00,75.0,14.0,191.06666666666666,130.0,1320.0
2022-10-31 03:30:00+01:00,75.0,12.0,213.36,152.0,1386.0
2022-10-31 04:00:00+01:00,75.0,22.0,184.02666666666667,140.0,1466.0
2022-10-31 04:30:00+01:00,75.0,20.0,210.37333333333333,152.0,1744.0
2022-10-31 05:00:00+01:00,75.0,12.0,206.08,142.0,2234.0
2022-10-31 05:30:00+01:00,75.0,14.0,187.84,142.0,1558.0
2022-10-31 06:00:00+01:00,75.0,22.0,167.26666666666668,140.0,836.0
2022-10-31 06:30:00+01:00,75.0,40.0,194.66666666666666,170.0,828.0
2022-10-31 07:00:00+01:00,75.0,12.0,210.44,168.0,856.0
2022-10-31 07:30:00+01:00,75.0,14.0,239.37333333333333,176.0,1252.0
2022-10-31 08:00:00+01:00,75.0,32.0,239.06666666666666,174.0,1246.0
2022-10-31 08:30:00+01:00,75.0,4.0,304.85333333333335,190.0,2412.0
2022-10-31 09:00:00+01:00,75.0,2.0,294.92,205.0,1700.0
2022-10-31 09:30:00+01:00,75.0,0.0,324.53333333333336,208.0,3838.0
2022-10-31 10:00:00+01:00,75.0,0.0,354.02666666666664,200.0,1938.0
2022-10-31 10:30:00+01:00,75.0,0.0,409.88,268.0,2944.0
2022-10-31 11:00:00+01:00,75.0,0.0,363.9066666666667,230.0,2134.0
2022-10-31 11:30:00+01:00,75.0,0.0,376.96,244.0,2606.0
2022-10-31 12:00:00+01:00,75.0,0.0,392.68,252.0,2494.0
2022-10-31 12:30:00+01:00,75.0,0.0,452.53333333333336,242.0,2226.0
2022-10-31 13:00:00+01:00,75.0,0.0,478.72,316.0,2988.0
2022-10-31 13:30:00+01:00,75.0,0.0,412.3466666666667,254.0,1902.0
2022-10-31 14:00:00+01:00,75.0,0.0,425.3066666666667,254.0,3342.0
2022-10-31 14:30:00+01:00,75.0,0.0,418.96,214.0,3712.0
2022-10-31 15:00:00+01:00,75.0,0.0,368.61333333333334,238.0,2934.0
2022-10-31 15:30:00+01:00,75.0,0.0,333.36,204.0,2274.0
2022-10-31 16:00:00+01:00,75.0,2.0,319.97333333333336,198.0,2122.0
2022-10-31 16:30:00+01:00,75.0,32.0,327.02666666666664,214.0,2660.0
2022-10-31 17:00:00+01:00,75.0,26.0,366.61333333333334,204.0,2888.0
2022-10-31 17:30:00+01:00,75.0,14.0,365.85333333333335,252.0,2514.0
2022-10-31 18:00:00+01:00,75.0,28.0,335.36,228.0,1844.0
2022-10-31 18:30:00+01:00,75.0,36.0,373.36,278.0,1522.0
2022-10-31 19:00:00+01:00,75.0,32.0,420.9066666666667,290.0,2966.0
2022-10-31 19:30:00+01:00,75.0,36.0,466.8666666666667,336.0,2012.0
2022-10-31 20:00:00+01:00,75.0,42.0,497.85333333333335,304.0,2258.0
2022-10-31 20:30:00+01:00,75.0,32.0,454.85333333333335,316.0,2968.0
2022-10-31 21:00:00+01:00,75.0,28.0,419.97333333333336,282.0,2546.0
2022-10-31 21:30:00+01:00,75.0,22.0,385.85333333333335,300.0,1646.0
2022-10-31 22:00:00+01:00,75.0,34.0,394.6933333333333,276.0,2272.0
2022-10-31 22:30:00+01:00,75.0,30.0,340.58666666666664,250.0,2178.0
2022-10-31 23:00:00+01:00,75.0,12.0,281.36,240.0,1588.0
2022-10-31 23:30:00+01:00,75.0,14.0,261.3466666666667,208.0,1492.0
2022-11-01 00:00:00+01:00,75.0,40.0,233.44,178.0,1030.0
2022-11-01 00:30:00+01:00,75.0,34.0,227.52,174.0,1092.0
2022-11-01 01:00:00+01:00,75.0,12.0,212.96,152.0,1026.0
2022-11-01 01:30:00+01:00,75.0,14.0,204.93333333333334,134.0,972.0
2022-11-01 02:00:00+01:00,75.0,32.0,219.46666666666667,152.0,1460.0
2022-11-01 02:30:00+01:00,75.0,36.0,170.48,126.0,1028.0
2022-11-01 03:00:00+01:00,75.0,12.0,184.96,138.0,1294.0
2022-11-01 03:30:00+01:00,75.0,14.0,186.64,138.0,1342.0
