total_electricity_demand_kwh,total_electricity_consumption_kwh,total_thermal_demand_kwh,total_pv_generation_kwh,pv_self_consumption_fraction,annual_cost_pv_capex_eur,annual_cost_pv_om_eur,annual_cost_grid_eur,annual_cost_gas_boiler_eur,annual_cost_electric_boiler_eur,annual_cost_heat_pump_eur,annual_cost_bess_eur,annual_cost_tess_eur,annual_cost_total_eur,annual_emissions_grid_kg,annual_emissions_gas_boiler_kg,annual_emissions_electric_boiler_kg,annual_emissions_bess_kg,annual_emissions_tess_kg,annual_emissions_total_kg
3278.8012,10008.5542,19005.0077,6416.5209,0.6278,157.4,64.1652,730.7995,0.0,0.0,2172.0909,5.9827,249.8613,3380.2996,81.517,0.0,0.0,27.388,0.0,108.905
