timestamp,hour,electricity_demand_kwh,total_electricity_consumption_kwh,thermal_demand_kwh,grid_supply_kwh,cost_grid_eur,cost_grid_subscription_eur,total_cost_hour_eur,emissions_grid_kg,total_emissions_hour_kg,gas_boiler_heat_kwh,cost_gas_boiler_eur,emissions_gas_boiler_kg
25.10,00:00,1.9287,1.9287,10.9168,1.9287,0.3716,0.2693,2.0802,0.0386,0.26,10.9168,1.4393,0.2214
25.10,01:00,1.8994,1.8994,11.2114,1.8994,0.3659,0.2693,2.1134,0.038,0.2654,11.2114,1.4782,0.2274
25.10,02:00,1.8997,1.8997,11.9167,1.8997,0.366,0.2693,2.2065,0.038,0.2797,11.9167,1.5712,0.2417
25.10,03:00,1.5496,1.5496,14.3161,1.5496,0.2985,0.2693,2.4553,0.031,0.3214,14.3161,1.8875,0.2904
25.10,04:00,1.874,1.874,19.814,1.874,0.361,0.2693,3.2427,0.0375,0.4394,19.814,2.6124,0.4019
25.10,05:00,2.2298,2.2298,25.0533,2.2298,0.4296,0.2693,4.0021,0.0446,0.5528,25.0533,3.3032,0.5082
25.10,06:00,1.9896,1.9896,23.5354,1.9896,0.3833,0.2693,3.7557,0.0398,0.5172,23.5354,3.103,0.4774
25.10,07:00,2.0556,2.0556,22.1228,2.0556,0.396,0.2693,3.5821,0.0411,0.4898,22.1228,2.9168,0.4487
25.10,08:00,2.9475,2.9475,21.275,2.9475,0.5679,0.2693,3.6422,0.0589,0.4905,21.275,2.805,0.4315
25.10,09:00,2.7192,2.7192,20.4307,2.7192,0.5239,0.2693,3.4869,0.0544,0.4688,20.4307,2.6937,0.4144
25.10,10:00,3.4179,3.4179,19.5523,3.4179,0.6585,0.2693,3.5057,0.0684,0.465,19.5523,2.5779,0.3966
25.10,11:00,3.1485,3.1485,19.1675,3.1485,0.6066,0.2693,3.403,0.063,0.4518,19.1675,2.5272,0.3888
25.10,12:00,2.9591,2.9591,18.7494,2.9591,0.5701,0.2693,3.3114,0.0592,0.4395,18.7494,2.472,0.3803
25.10,13:00,2.3732,2.3732,19.1075,2.3732,0.4572,0.2693,3.2458,0.0475,0.435,19.1075,2.5192,0.3876
25.10,14:00,2.2771,2.2771,19.3994,2.2771,0.4387,0.2693,3.2657,0.0455,0.439,19.3994,2.5577,0.3935
25.10,15:00,2.1676,2.1676,20.3095,2.1676,0.4176,0.2693,3.3646,0.0434,0.4553,20.3095,2.6777,0.412
25.10,16:00,2.4085,2.4085,20.9761,2.4085,0.464,0.2693,3.4989,0.0482,0.4736,20.9761,2.7656,0.4255
25.10,17:00,4.1209,4.1209,21.1794,4.1209,0.7939,0.2693,3.8556,0.0824,0.512,21.1794,2.7924,0.4296
25.10,18:00,4.5872,4.5872,21.1643,4.5872,0.8838,0.2693,3.9435,0.0917,0.521,21.1643,2.7904,0.4293
25.10,19:00,3.4192,3.4192,20.524,3.4192,0.6587,0.2693,3.634,0.0684,0.4847,20.524,2.706,0.4163
25.10,20:00,3.1358,3.1358,18.2825,3.1358,0.6041,0.2693,3.2839,0.0627,0.4336,18.2825,2.4105,0.3708
25.10,21:00,2.4986,2.4986,13.8485,2.4986,0.4814,0.2693,2.5765,0.05,0.3309,13.8485,1.8259,0.2809
25.10,22:00,2.0654,2.0654,11.2625,2.0654,0.3979,0.2693,2.1521,0.0413,0.2698,11.2625,1.4849,0.2284
25.10,23:00,1.9226,1.9226,9.1802,1.9226,0.3704,0.2693,1.8501,0.0385,0.2247,9.1802,1.2104,0.1862
26.10,00:00,1.4993,1.4993,9.5181,1.4993,0.2889,0.2693,1.8131,0.03,0.2231,9.5181,1.2549,0.1931
26.10,01:00,1.5457,1.5457,9.7624,1.5457,0.2978,0.2693,1.8542,0.0309,0.2289,9.7624,1.2871,0.198
26.10,02:00,1.3828,1.3828,10.4612,1.3828,0.2664,0.2693,1.915,0.0277,0.2398,10.4612,1.3793,0.2122
26.10,03:00,1.3784,1.3784,12.7688,1.3784,0.2656,0.2693,2.2184,0.0276,0.2866,12.7688,1.6835,0.259
26.10,04:00,1.5071,1.5071,18.3058,1.5071,0.2904,0.2693,2.9732,0.0301,0.4015,18.3058,2.4135,0.3713
26.10,05:00,1.945,1.945,23.0778,1.945,0.3747,0.2693,3.6867,0.0389,0.507,23.0778,3.0427,0.4681
26.10,06:00,2.2161,2.2161,21.846,2.2161,0.427,0.2693,3.5766,0.0443,0.4874,21.846,2.8803,0.4431
26.10,07:00,1.9254,1.9254,20.3575,1.9254,0.371,0.2693,3.3243,0.0385,0.4514,20.3575,2.6841,0.4129
26.10,08:00,2.7091,2.7091,19.4578,2.7091,0.5219,0.2693,3.3567,0.0542,0.4489,19.4578,2.5654,0.3947
26.10,09:00,3.023,3.023,18.5133,3.023,0.5824,0.2693,3.2926,0.0605,0.436,18.5133,2.4409,0.3755
26.10,10:00,2.908,2.908,17.7359,2.908,0.5602,0.2693,3.1679,0.0582,0.4179,17.7359,2.3384,0.3598
26.10,11:00,3.1322,3.1322,17.3685,3.1322,0.6034,0.2693,3.1627,0.0626,0.4149,17.3685,2.29,0.3523
26.10,12:00,2.4707,2.4707,17.0488,2.4707,0.476,0.2693,2.9931,0.0494,0.3952,17.0488,2.2478,0.3458
26.10,13:00,2.1132,2.1132,17.276,2.1132,0.4071,0.2693,2.9542,0.0423,0.3927,17.276,2.2778,0.3504
26.10,14:00,2.3376,2.3376,17.5853,2.3376,0.4504,0.2693,3.0382,0.0468,0.4035,17.5853,2.3186,0.3567
26.10,15:00,2.2772,2.2772,18.3758,2.2772,0.4387,0.2693,3.1308,0.0455,0.4183,18.3758,2.4228,0.3727
26.10,16:00,2.6611,2.6611,19.1892,2.6611,0.5127,0.2693,3.312,0.0532,0.4425,19.1892,2.53,0.3892
26.10,17:00,4.0897,4.0897,19.4559,4.0897,0.7879,0.2693,3.6224,0.0818,0.4764,19.4559,2.5652,0.3946
26.10,18:00,4.3518,4.3518,19.5806,4.3518,0.8384,0.2693,3.6893,0.087,0.4842,19.5806,2.5816,0.3972
26.10,19:00,3.8433,3.8433,18.9507,3.8433,0.7404,0.2693,3.5083,0.0769,0.4613,18.9507,2.4986,0.3844
26.10,20:00,3.6886,3.6886,16.8901,3.6886,0.7106,0.2693,3.2068,0.0738,0.4164,16.8901,2.2269,0.3426
26.10,21:00,2.8495,2.8495,12.4912,2.8495,0.549,0.2693,2.4652,0.057,0.3104,12.4912,1.6469,0.2534
26.10,22:00,2.4251,2.4251,9.8685,2.4251,0.4672,0.2693,2.0376,0.0485,0.2487,9.8685,1.3011,0.2002
26.10,23:00,1.9196,1.9196,7.3948,1.9196,0.3698,0.2693,1.6141,0.0384,0.1884,7.3948,0.975,0.15
27.10,00:00,1.593,1.593,7.6836,1.593,0.3069,0.2693,1.5892,0.0319,0.1877,7.6836,1.013,0.1559
27.10,01:00,1.7544,1.7544,7.7432,1.7544,0.338,0.2693,1.6282,0.0351,0.1922,7.7432,1.0209,0.1571
27.10,02:00,1.523,1.523,8.6057,1.523,0.2934,0.2693,1.6973,0.0305,0.205,8.6057,1.1346,0.1746
27.10,03:00,1.5483,1.5483,10.8874,1.5483,0.2983,0.2693,2.003,0.031,0.2518,10.8874,1.4355,0.2208
27.10,04:00,1.7478,1.7478,15.8979,1.7478,0.3367,0.2693,2.7021,0.035,0.3574,15.8979,2.0961,0.3225
27.10,05:00,2.3279,2.3279,20.3742,2.3279,0.4485,0.2693,3.404,0.0466,0.4598,20.3742,2.6862,0.4133
27.10,06:00,2.8238,2.8238,19.38,2.8238,0.544,0.2693,3.3685,0.0565,0.4496,19.38,2.5552,0.3931
27.10,07:00,2.4809,2.4809,17.6542,2.4809,0.478,0.2693,3.0749,0.0496,0.4077,17.6542,2.3276,0.3581
27.10,08:00,2.9421,2.9421,16.5993,2.9421,0.5668,0.2693,3.0247,0.0588,0.3955,16.5993,2.1886,0.3367
27.10,09:00,2.9527,2.9527,15.8263,2.9527,0.5689,0.2693,2.9248,0.0591,0.3801,15.8263,2.0866,0.321
27.10,10:00,3.6398,3.6398,14.9293,3.6398,0.7012,0.2693,2.9389,0.0728,0.3756,14.9293,1.9684,0.3028
27.10,11:00,3.0188,3.0188,14.6448,3.0188,0.5816,0.2693,2.7818,0.0604,0.3574,14.6448,1.9309,0.2971
27.10,12:00,2.8029,2.8029,14.3285,2.8029,0.54,0.2693,2.6984,0.0561,0.3467,14.3285,1.8892,0.2906
27.10,13:00,2.3939,2.3939,14.8666,2.3939,0.4612,0.2693,2.6906,0.0479,0.3494,14.8666,1.9601,0.3016
27.10,14:00,2.3888,2.3888,15.1414,2.3888,0.4602,0.2693,2.7259,0.0478,0.3549,15.1414,1.9963,0.3071
27.10,15:00,2.1684,2.1684,15.7922,2.1684,0.4178,0.2693,2.7692,0.0434,0.3637,15.7922,2.0821,0.3203
27.10,16:00,2.9139,2.9139,16.4758,2.9139,0.5614,0.2693,3.003,0.0583,0.3925,16.4758,2.1723,0.3342
27.10,17:00,3.4914,3.4914,16.8297,3.4914,0.6727,0.2693,3.1609,0.0698,0.4112,16.8297,2.2189,0.3414
27.10,18:00,3.9356,3.9356,16.9613,3.9356,0.7582,0.2693,3.2638,0.0787,0.4228,16.9613,2.2363,0.344
27.10,19:00,3.6099,3.6099,16.3915,3.6099,0.6955,0.2693,3.1259,0.0722,0.4047,16.3915,2.1611,0.3325
27.10,20:00,3.299,3.299,14.6374,3.299,0.6356,0.2693,2.8348,0.066,0.3629,14.6374,1.9299,0.2969
27.10,21:00,2.4332,2.4332,10.537,2.4332,0.4688,0.2693,2.1273,0.0487,0.2624,10.537,1.3893,0.2137
27.10,22:00,2.0487,2.0487,7.9313,2.0487,0.3947,0.2693,1.7097,0.041,0.2019,7.9313,1.0457,0.1609
27.10,23:00,1.5771,1.5771,6.8145,1.5771,0.3038,0.2693,1.4716,0.0315,0.1698,6.8145,0.8985,0.1382
28.10,00:00,1.3434,1.3434,7.2395,1.3434,0.2588,0.2693,1.4826,0.0269,0.1737,7.2395,0.9545,0.1468
28.10,01:00,1.3927,1.3927,7.5183,1.3927,0.2683,0.2693,1.5289,0.0279,0.1804,7.5183,0.9913,0.1525
28.10,02:00,1.3706,1.3706,8.5116,1.3706,0.2641,0.2693,1.6556,0.0274,0.2001,8.5116,1.1222,0.1726
28.10,03:00,1.3865,1.3865,10.7995,1.3865,0.2671,0.2693,1.9603,0.0277,0.2468,10.7995,1.4239,0.2191
28.10,04:00,1.4371,1.4371,15.5394,1.4371,0.2769,0.2693,2.595,0.0287,0.3439,15.5394,2.0488,0.3152
28.10,05:00,1.8,1.8,18.9232,1.8,0.3468,0.2693,3.111,0.036,0.4198,18.9232,2.4949,0.3838
28.10,06:00,1.984,1.984,18.1707,1.984,0.3822,0.2693,3.0473,0.0397,0.4083,18.1707,2.3957,0.3686
28.10,07:00,2.1154,2.1154,16.4398,2.1154,0.4076,0.2693,2.8444,0.0423,0.3758,16.4398,2.1675,0.3335
28.10,08:00,2.4459,2.4459,15.4608,2.4459,0.4712,0.2693,2.779,0.0489,0.3625,15.4608,2.0384,0.3136
28.10,09:00,2.2758,2.2758,14.6196,2.2758,0.4384,0.2693,2.6353,0.0455,0.3421,14.6196,1.9275,0.2965
28.10,10:00,2.5451,2.5451,13.924,2.5451,0.4903,0.2693,2.5955,0.0509,0.3333,13.924,1.8358,0.2824
28.10,11:00,2.6095,2.6095,13.6696,2.6095,0.5028,0.2693,2.5743,0.0522,0.3295,13.6696,1.8023,0.2773
28.10,12:00,2.3784,2.3784,13.4153,2.3784,0.4582,0.2693,2.4963,0.0476,0.3197,13.4153,1.7687,0.2721
28.10,13:00,2.6077,2.6077,13.6263,2.6077,0.5024,0.2693,2.5683,0.0522,0.3285,13.6263,1.7966,0.2764
28.10,14:00,2.9717,2.9717,13.9437,2.9717,0.5725,0.2693,2.6802,0.0594,0.3423,13.9437,1.8384,0.2828
28.10,15:00,2.5859,2.5859,14.6192,2.5859,0.4982,0.2693,2.695,0.0517,0.3483,14.6192,1.9275,0.2965
28.10,16:00,2.911,2.911,15.424,2.911,0.5608,0.2693,2.8637,0.0582,0.3711,15.424,2.0336,0.3129
28.10,17:00,4.1532,4.1532,15.8181,4.1532,0.8002,0.2693,3.155,0.0831,0.4039,15.8181,2.0856,0.3209
28.10,18:00,4.5209,4.5209,16.0194,4.5209,0.871,0.2693,3.2524,0.0904,0.4154,16.0194,2.1121,0.3249
28.10,19:00,3.8614,3.8614,15.5073,3.8614,0.7439,0.2693,3.0578,0.0772,0.3918,15.5073,2.0446,0.3145
28.10,20:00,3.5223,3.5223,13.8953,3.5223,0.6786,0.2693,2.7799,0.0704,0.3523,13.8953,1.832,0.2819
28.10,21:00,2.97,2.97,9.9955,2.97,0.5722,0.2693,2.1593,0.0594,0.2621,9.9955,1.3179,0.2027
28.10,22:00,2.6759,2.6759,7.538,2.6759,0.5155,0.2693,1.7787,0.0535,0.2064,7.538,0.9939,0.1529
28.10,23:00,2.6007,2.6007,7.7873,2.6007,0.5011,0.2693,1.7971,0.052,0.21,7.7873,1.0267,0.158
29.10,00:00,2.3405,2.3405,8.195,2.3405,0.4509,0.2693,1.8007,0.0468,0.213,8.195,1.0805,0.1662
29.10,01:00,2.3162,2.3162,8.4203,2.3162,0.4462,0.2693,1.8257,0.0463,0.2171,8.4203,1.1102,0.1708
29.10,02:00,2.3728,2.3728,9.1554,2.3728,0.4571,0.2693,1.9335,0.0475,0.2332,9.1554,1.2071,0.1857
29.10,03:00,2.3507,2.3507,11.4866,2.3507,0.4529,0.2693,2.2366,0.047,0.28,11.4866,1.5145,0.233
29.10,04:00,2.3694,2.3694,16.988,2.3694,0.4565,0.2693,2.9656,0.0474,0.392,16.988,2.2398,0.3446
29.10,05:00,2.3025,2.3025,21.3505,2.3025,0.4436,0.2693,3.5279,0.0461,0.4791,21.3505,2.815,0.4331
29.10,06:00,2.2668,2.2668,20.2077,2.2668,0.4367,0.2693,3.3703,0.0453,0.4552,20.2077,2.6643,0.4099
29.10,07:00,2.9515,2.9515,18.4405,2.9515,0.5686,0.2693,3.2692,0.059,0.4331,18.4405,2.4313,0.374
29.10,08:00,3.4344,3.4344,17.4831,3.4344,0.6617,0.2693,3.236,0.0687,0.4233,17.4831,2.3051,0.3546
29.10,09:00,4.0971,4.0971,16.5583,4.0971,0.7893,0.2693,3.2418,0.0819,0.4178,16.5583,2.1831,0.3359
29.10,10:00,3.9343,3.9343,15.8677,3.9343,0.758,0.2693,3.1194,0.0787,0.4005,15.8677,2.0921,0.3219
29.10,11:00,3.9308,3.9308,15.5235,3.9308,0.7573,0.2693,3.0733,0.0786,0.3935,15.5235,2.0467,0.3149
29.10,12:00,3.7905,3.7905,15.1802,3.7905,0.7303,0.2693,3.001,0.0758,0.3837,15.1802,2.0014,0.3079
29.10,13:00,3.0989,3.0989,15.4306,3.0989,0.597,0.2693,2.9008,0.062,0.375,15.4306,2.0345,0.313
29.10,14:00,2.5739,2.5739,15.7674,2.5739,0.4959,0.2693,2.844,0.0515,0.3713,15.7674,2.0789,0.3198
29.10,15:00,2.4669,2.4669,16.4913,2.4669,0.4753,0.2693,2.9189,0.0493,0.3838,16.4913,2.1743,0.3345
29.10,16:00,2.7305,2.7305,17.3252,2.7305,0.5261,0.2693,3.0796,0.0546,0.406,17.3252,2.2843,0.3514
29.10,17:00,3.5679,3.5679,17.6318,3.5679,0.6874,0.2693,3.2814,0.0714,0.429,17.6318,2.3247,0.3576
29.10,18:00,3.4344,3.4344,17.8211,3.4344,0.6617,0.2693,3.2806,0.0687,0.4302,17.8211,2.3496,0.3615
29.10,19:00,3.1947,3.1947,17.3054,3.1947,0.6155,0.2693,3.1664,0.0639,0.4149,17.3054,2.2817,0.351
29.10,20:00,3.113,3.113,15.3613,3.113,0.5998,0.2693,2.8944,0.0623,0.3738,15.3613,2.0253,0.3116
29.10,21:00,2.6178,2.6178,11.1951,2.6178,0.5043,0.2693,2.2497,0.0524,0.2794,11.1951,1.476,0.2271
29.10,22:00,2.4171,2.4171,8.5546,2.4171,0.4657,0.2693,1.8629,0.0483,0.2219,8.5546,1.1279,0.1735
29.10,23:00,2.2359,2.2359,8.4872,2.2359,0.4308,0.2693,1.8191,0.0447,0.2169,8.4872,1.119,0.1722
30.10,00:00,2.0939,2.0939,8.8852,2.0939,0.4034,0.2693,1.8442,0.0419,0.2221,8.8852,1.1715,0.1802
30.10,01:00,0.0,0.0,9.1264,0.0,0.0,0.2693,1.4726,0.0,0.1851,9.1264,1.2033,0.1851
30.10,02:00,1.5348,1.5348,9.8673,1.5348,0.2957,0.2693,1.8659,0.0307,0.2308,9.8673,1.301,0.2001
30.10,03:00,1.5831,1.5831,12.2516,1.5831,0.305,0.2693,2.1896,0.0317,0.2802,12.2516,1.6153,0.2485
30.10,04:00,1.4887,1.4887,17.8501,1.4887,0.2868,0.2693,2.9096,0.0298,0.3918,17.8501,2.3535,0.3621
30.10,05:00,1.515,1.515,22.5173,1.515,0.2919,0.2693,3.53,0.0303,0.487,22.5173,2.9688,0.4567
30.10,06:00,1.6836,1.6836,21.2572,1.6836,0.3244,0.2693,3.3963,0.0337,0.4649,21.2572,2.8027,0.4312
30.10,07:00,2.1675,2.1675,19.6042,2.1675,0.4176,0.2693,3.2716,0.0434,0.441,19.6042,2.5847,0.3977
30.10,08:00,2.9827,2.9827,18.6542,2.9827,0.5746,0.2693,3.3034,0.0597,0.438,18.6542,2.4595,0.3784
30.10,09:00,2.9141,2.9141,17.7297,2.9141,0.5614,0.2693,3.1683,0.0583,0.4179,17.7297,2.3376,0.3596
30.10,10:00,3.7232,3.7232,16.9899,3.7232,0.7173,0.2693,3.2266,0.0745,0.4191,16.9899,2.2401,0.3446
30.10,11:00,4.3506,4.3506,16.6237,4.3506,0.8382,0.2693,3.2992,0.087,0.4242,16.6237,2.1918,0.3372
30.10,12:00,3.5319,3.5319,16.256,3.5319,0.6805,0.2693,3.093,0.0706,0.4004,16.256,2.1433,0.3297
30.10,13:00,3.1829,3.1829,16.501,3.1829,0.6132,0.2693,3.0581,0.0637,0.3984,16.501,2.1756,0.3347
30.10,14:00,2.3535,2.3535,16.8285,2.3535,0.4534,0.2693,2.9415,0.0471,0.3884,16.8285,2.2188,0.3413
30.10,15:00,2.2145,2.2145,17.5842,2.2145,0.4266,0.2693,3.0143,0.0443,0.401,17.5842,2.3184,0.3567
30.10,16:00,2.8403,2.8403,18.4145,2.8403,0.5472,0.2693,3.2444,0.0568,0.4303,18.4145,2.4279,0.3735
30.10,17:00,3.0786,3.0786,18.7045,3.0786,0.5931,0.2693,3.3285,0.0616,0.441,18.7045,2.4661,0.3794
30.10,18:00,3.5728,3.5728,18.8415,3.5728,0.6883,0.2693,3.4418,0.0715,0.4536,18.8415,2.4842,0.3822
30.10,19:00,3.6616,3.6616,18.2609,3.6616,0.7054,0.2693,3.3824,0.0732,0.4436,18.2609,2.4076,0.3704
30.10,20:00,3.3497,3.3497,16.2246,3.3497,0.6453,0.2693,3.0538,0.067,0.3961,16.2246,2.1391,0.3291
30.10,21:00,2.8085,2.8085,11.9094,2.8085,0.5411,0.2693,2.3806,0.0562,0.2977,11.9094,1.5702,0.2416
30.10,22:00,2.3139,2.3139,9.2452,2.3139,0.4458,0.2693,1.934,0.0463,0.2338,9.2452,1.2189,0.1875
30.10,23:00,1.9545,1.9545,8.3064,1.9545,0.3766,0.2693,1.741,0.0391,0.2076,8.3064,1.0952,0.1685
31.10,00:00,1.6271,1.6271,8.7063,1.6271,0.3135,0.2693,1.7307,0.0325,0.2091,8.7063,1.1479,0.1766
31.10,01:00,1.5306,1.5306,8.9386,1.5306,0.2949,0.2693,1.7427,0.0306,0.2119,8.9386,1.1785,0.1813
31.10,02:00,1.65,1.65,9.6803,1.65,0.3179,0.2693,1.8635,0.033,0.2294,9.6803,1.2763,0.1964
31.10,03:00,1.6091,1.6091,12.0491,1.6091,0.31,0.2693,2.1679,0.0322,0.2766,12.0491,1.5886,0.2444
31.10,04:00,1.6071,1.6071,17.6779,1.6071,0.3096,0.2693,2.9097,0.0321,0.3907,17.6779,2.3308,0.3586
31.10,05:00,1.4766,1.4766,22.3295,1.4766,0.2845,0.2693,3.4978,0.0295,0.4825,22.3295,2.9441,0.4529
31.10,06:00,1.8351,1.8351,21.081,1.8351,0.3536,0.2693,3.4023,0.0367,0.4643,21.081,2.7794,0.4276
31.10,07:00,2.2191,2.2191,19.4064,2.2191,0.4275,0.2693,3.2555,0.0444,0.438,19.4064,2.5586,0.3936
31.10,08:00,2.5272,2.5272,18.449,2.5272,0.4869,0.2693,3.1886,0.0505,0.4248,18.449,2.4324,0.3742
31.10,09:00,3.1166,3.1166,17.5153,3.1166,0.6004,0.2693,3.179,0.0623,0.4176,17.5153,2.3093,0.3553
31.10,10:00,3.0226,3.0226,16.7941,3.0226,0.5823,0.2693,3.0658,0.0605,0.4011,16.7941,2.2142,0.3407
31.10,11:00,3.4483,3.4483,16.4236,3.4483,0.6643,0.2693,3.099,0.069,0.4021,16.4236,2.1654,0.3331
31.10,12:00,3.6354,3.6354,16.0682,3.6354,0.7004,0.2693,3.0882,0.0727,0.3986,16.0682,2.1185,0.3259
31.10,13:00,3.4444,3.4444,16.2985,3.4444,0.6636,0.2693,3.0818,0.0689,0.3995,16.2985,2.1489,0.3306
31.10,14:00,2.8639,2.8639,16.6322,2.8639,0.5518,0.2693,3.0139,0.0573,0.3946,16.6322,2.1929,0.3374
31.10,15:00,2.6396,2.6396,17.3782,2.6396,0.5085,0.2693,3.0691,0.0528,0.4053,17.3782,2.2912,0.3525
31.10,16:00,2.9883,2.9883,18.2311,2.9883,0.5757,0.2693,3.2487,0.0598,0.4296,18.2311,2.4037,0.3698
31.10,17:00,2.8914,2.8914,18.5218,2.8914,0.5571,0.2693,3.2684,0.0578,0.4335,18.5218,2.442,0.3757
31.10,18:00,3.6219,3.6219,18.6712,3.6219,0.6978,0.2693,3.4288,0.0724,0.4512,18.6712,2.4617,0.3787
31.10,19:00,3.8868,3.8868,18.0963,3.8868,0.7488,0.2693,3.4041,0.0777,0.4448,18.0963,2.3859,0.3671
31.10,20:00,3.2876,3.2876,16.0775,3.2876,0.6334,0.2693,3.0224,0.0658,0.3919,16.0775,2.1198,0.3261
31.10,21:00,2.9998,2.9998,11.7487,2.9998,0.5779,0.2693,2.3963,0.06,0.2983,11.7487,1.549,0.2383
31.10,22:00,2.2141,2.2141,9.0698,2.2141,0.4266,0.2693,1.8917,0.0443,0.2283,9.0698,1.1958,0.184
31.10,23:00,1.8806,1.8806,6.9802,1.8806,0.3623,0.2693,1.5519,0.0376,0.1792,6.9802,0.9203,0.1416
01.11,00:00,1.7049,1.7049,7.4052,1.7049,0.3285,0.2693,1.5741,0.0341,0.1843,7.4052,0.9763,0.1502
01.11,01:00,1.5909,1.5909,7.6402,1.5909,0.3065,0.2693,1.5831,0.0318,0.1868,7.6402,1.0073,0.155
01.11,02:00,1.516,1.516,8.4334,1.516,0.2921,0.2693,1.6733,0.0303,0.2014,8.4334,1.1119,0.1711
01.11,03:00,1.6172,1.6172,10.87,1.6172,0.3116,0.2693,2.014,0.0323,0.2528,10.87,1.4332,0.2205
01.11,04:00,1.4271,1.4271,16.1971,1.4271,0.2749,0.2693,2.6798,0.0285,0.3571,16.1971,2.1355,0.3285
01.11,05:00,1.498,1.498,20.373,1.498,0.2886,0.2693,3.244,0.03,0.4432,20.373,2.6861,0.4132
01.11,06:00,1.5575,1.5575,19.2922,1.5575,0.3001,0.2693,3.1129,0.0311,0.4225,19.2922,2.5436,0.3913
01.11,07:00,1.9126,1.9126,17.4766,1.9126,0.3685,0.2693,2.942,0.0383,0.3927,17.4766,2.3042,0.3545
01.11,08:00,2.3513,2.3513,16.4182,2.3513,0.453,0.2693,2.887,0.047,0.3801,16.4182,2.1647,0.333
01.11,09:00,3.0089,3.0089,15.4624,3.0089,0.5797,0.2693,2.8876,0.0602,0.3738,15.4624,2.0386,0.3136
01.11,10:00,3.0438,3.0438,14.7663,3.0438,0.5864,0.2693,2.8026,0.0609,0.3604,14.7663,1.9469,0.2995
01.11,11:00,3.7249,3.7249,14.4717,3.7249,0.7176,0.2693,2.895,0.0745,0.368,14.4717,1.908,0.2935
01.11,12:00,3.7963,3.7963,14.1098,3.7963,0.7314,0.2693,2.861,0.0759,0.3621,14.1098,1.8603,0.2862
01.11,13:00,3.3689,3.3689,14.3161,3.3689,0.6491,0.2693,2.8059,0.0674,0.3578,14.3161,1.8875,0.2904
01.11,14:00,3.3236,3.3236,14.6707,3.3236,0.6403,0.2693,2.8439,0.0665,0.3641,14.6707,1.9343,0.2976
01.11,15:00,2.6025,2.6025,15.3424,2.6025,0.5014,0.2693,2.7935,0.052,0.3633,15.3424,2.0228,0.3112
01.11,16:00,2.984,2.984,16.2324,2.984,0.5749,0.2693,2.9844,0.0597,0.3889,16.2324,2.1402,0.3293
01.11,17:00,3.4574,3.4574,16.5982,3.4574,0.6661,0.2693,3.1238,0.0691,0.4058,16.5982,2.1884,0.3367
01.11,18:00,4.3245,4.3245,16.8126,4.3245,0.8332,0.2693,3.3191,0.0865,0.4275,16.8126,2.2167,0.341
01.11,19:00,3.9073,3.9073,16.2881,3.9073,0.7528,0.2693,3.1696,0.0781,0.4085,16.2881,2.1475,0.3304
01.11,20:00,3.8956,3.8956,14.4075,3.8956,0.7505,0.2693,2.9194,0.0779,0.3702,14.4075,1.8996,0.2922
01.11,21:00,3.0097,3.0097,10.3802,3.0097,0.5798,0.2693,2.2177,0.0602,0.2707,10.3802,1.3686,0.2106
01.11,22:00,2.5185,2.5185,7.7455,2.5185,0.4852,0.2693,1.7757,0.0504,0.2075,7.7455,1.0212,0.1571
01.11,23:00,1.8594,1.8594,5.4828,1.8594,0.3582,0.2693,1.3504,0.0372,0.1484,5.4828,0.7229,0.1112
02.11,00:00,2.0242,2.0242,5.8498,2.0242,0.39,0.2693,1.4305,0.0405,0.1591,5.8498,0.7713,0.1187
02.11,01:00,1.9353,1.9353,6.0604,1.9353,0.3729,0.2693,1.4412,0.0387,0.1616,6.0604,0.799,0.1229
02.11,02:00,1.7884,1.7884,6.7851,1.7884,0.3445,0.2693,1.5084,0.0358,0.1734,6.7851,0.8946,0.1376
02.11,03:00,1.7187,1.7187,9.0443,1.7187,0.3311,0.2693,1.7929,0.0344,0.2178,9.0443,1.1925,0.1835
02.11,04:00,1.8073,1.8073,13.8535,1.8073,0.3482,0.2693,2.444,0.0361,0.3172,13.8535,1.8265,0.281
02.11,05:00,1.6925,1.6925,17.2845,1.6925,0.3261,0.2693,2.8743,0.0338,0.3844,17.2845,2.2789,0.3506
02.11,06:00,2.0652,2.0652,16.5997,2.0652,0.3979,0.2693,2.8558,0.0413,0.378,16.5997,2.1886,0.3367
02.11,07:00,2.1558,2.1558,14.8058,2.1558,0.4153,0.2693,2.6367,0.0431,0.3434,14.8058,1.9521,0.3003
02.11,08:00,2.5563,2.5563,13.7726,2.5563,0.4925,0.2693,2.5777,0.0511,0.3305,13.7726,1.8159,0.2794
02.11,09:00,2.8223,2.8223,12.816,2.8223,0.5438,0.2693,2.5028,0.0564,0.3164,12.816,1.6897,0.26
02.11,10:00,2.9768,2.9768,12.1509,2.9768,0.5735,0.2693,2.4448,0.0595,0.306,12.1509,1.6021,0.2465
02.11,11:00,3.1234,3.1234,11.9109,3.1234,0.6018,0.2693,2.4415,0.0625,0.3041,11.9109,1.5704,0.2416
02.11,12:00,2.8083,2.8083,11.59,2.8083,0.541,0.2693,2.3384,0.0562,0.2913,11.59,1.5281,0.2351
02.11,13:00,2.6479,2.6479,11.6783,2.6479,0.5101,0.2693,2.3192,0.053,0.2898,11.6783,1.5397,0.2369
02.11,14:00,2.6747,2.6747,11.9853,2.6747,0.5153,0.2693,2.3648,0.0535,0.2966,11.9853,1.5802,0.2431
