timestamp,hour,electricity_demand_kwh,total_electricity_consumption_kwh,thermal_demand_kwh,grid_supply_kwh,cost_grid_eur,cost_grid_subscription_eur,total_cost_hour_eur,emissions_grid_kg,total_emissions_hour_kg,gas_boiler_heat_kwh,cost_gas_boiler_eur,emissions_gas_boiler_kg
09.05,01:00,1.4564,1.4564,1.2516,1.4564,0.2806,0.2693,0.7149,0.0291,0.0545,1.2516,0.165,0.0254
09.05,02:00,1.5206,1.5206,2.0862,1.5206,0.293,0.2693,0.8373,0.0304,0.0727,2.0862,0.2751,0.0423
09.05,03:00,1.5635,1.5635,4.297,1.5635,0.3012,0.2693,1.1371,0.0313,0.1184,4.297,0.5665,0.0872
09.05,04:00,1.6963,1.6963,5.5625,1.6963,0.3268,0.2693,1.3295,0.0339,0.1468,5.5625,0.7334,0.1128
09.05,05:00,2.0809,2.0809,5.2478,2.0809,0.4009,0.2693,1.3621,0.0416,0.1481,5.2478,0.6919,0.1064
09.05,06:00,3.1605,3.1605,4.0876,3.1605,0.6089,0.2693,1.4171,0.0632,0.1461,4.0876,0.5389,0.0829
09.05,07:00,1.9915,1.9915,3.9239,1.9915,0.3837,0.2693,1.1703,0.0398,0.1194,3.9239,0.5173,0.0796
09.05,08:00,2.2452,2.2452,3.6564,2.2452,0.4326,0.2693,1.1839,0.0449,0.1191,3.6564,0.4821,0.0742
09.05,09:00,1.9958,1.9958,3.582,1.9958,0.3845,0.2693,1.1261,0.0399,0.1126,3.582,0.4723,0.0727
09.05,10:00,2.301,2.301,3.4535,2.301,0.4433,0.2693,1.1679,0.046,0.1161,3.4535,0.4553,0.0701
09.05,11:00,2.6862,2.6862,2.8616,2.6862,0.5175,0.2693,1.1641,0.0537,0.1118,2.8616,0.3773,0.058
09.05,12:00,2.5411,2.5411,2.7304,2.5411,0.4896,0.2693,1.1188,0.0508,0.1062,2.7304,0.36,0.0554
09.05,13:00,2.2305,2.2305,2.4973,2.2305,0.4297,0.2693,1.0283,0.0446,0.0953,2.4973,0.3293,0.0507
09.05,14:00,1.9026,1.9026,2.6328,1.9026,0.3666,0.2693,0.983,0.0381,0.0915,2.6328,0.3471,0.0534
09.05,15:00,2.1038,2.1038,2.9708,2.1038,0.4053,0.2693,1.0663,0.0421,0.1023,2.9708,0.3917,0.0603
09.05,16:00,2.6545,2.6545,2.9847,2.6545,0.5114,0.2693,1.1742,0.0531,0.1136,2.9847,0.3935,0.0605
09.05,17:00,4.2797,4.2797,3.2085,4.2797,0.8245,0.2693,1.5168,0.0856,0.1507,3.2085,0.423,0.0651
09.05,18:00,4.5991,4.5991,3.3559,4.5991,0.8861,0.2693,1.5978,0.092,0.1601,3.3559,0.4425,0.0681
09.05,19:00,3.4919,3.4919,2.9924,3.4919,0.6727,0.2693,1.3366,0.0698,0.1305,2.9924,0.3945,0.0607
09.05,20:00,3.2753,3.2753,2.2314,3.2753,0.631,0.2693,1.1945,0.0655,0.1108,2.2314,0.2942,0.0453
09.05,21:00,2.6648,2.6648,1.3429,2.6648,0.5134,0.2693,0.9598,0.0533,0.0805,1.3429,0.1771,0.0272
09.05,22:00,2.5068,2.5068,1.0104,2.5068,0.483,0.2693,0.8855,0.0501,0.0706,1.0104,0.1332,0.0205
09.05,23:00,2.2341,2.2341,1.1304,2.2341,0.4304,0.2693,0.8487,0.0447,0.0676,1.1304,0.149,0.0229
10.05,00:00,2.1933,2.1933,1.1033,2.1933,0.4226,0.2693,0.8373,0.0439,0.0662,1.1033,0.1455,0.0224
10.05,01:00,2.0421,2.0421,1.2264,2.0421,0.3934,0.2693,0.8244,0.0408,0.0657,1.2264,0.1617,0.0249
10.05,02:00,1.7231,1.7231,2.0076,1.7231,0.332,0.2693,0.866,0.0345,0.0752,2.0076,0.2647,0.0407
10.05,03:00,1.6508,1.6508,4.1786,1.6508,0.3181,0.2693,1.1383,0.033,0.1178,4.1786,0.5509,0.0848
10.05,04:00,1.7076,1.7076,5.3891,1.7076,0.329,0.2693,1.3088,0.0342,0.1435,5.3891,0.7105,0.1093
10.05,05:00,2.2584,2.2584,5.1766,2.2584,0.4351,0.2693,1.3869,0.0452,0.1502,5.1766,0.6825,0.105
10.05,06:00,2.3072,2.3072,4.0845,2.3072,0.4445,0.2693,1.2523,0.0461,0.129,4.0845,0.5385,0.0829
10.05,07:00,2.7707,2.7707,3.9177,2.7707,0.5338,0.2693,1.3196,0.0554,0.1349,3.9177,0.5165,0.0795
10.05,08:00,2.3848,2.3848,3.5987,2.3848,0.4594,0.2693,1.2032,0.0477,0.1207,3.5987,0.4745,0.073
10.05,09:00,2.5007,2.5007,3.5166,2.5007,0.4818,0.2693,1.2147,0.05,0.1213,3.5166,0.4636,0.0713
10.05,10:00,3.0269,3.0269,3.3974,3.0269,0.5832,0.2693,1.3004,0.0605,0.1294,3.3974,0.4479,0.0689
10.05,11:00,2.9791,2.9791,2.867,2.9791,0.574,0.2693,1.2213,0.0596,0.1177,2.867,0.378,0.0582
10.05,12:00,2.6614,2.6614,2.6878,2.6614,0.5128,0.2693,1.1364,0.0532,0.1077,2.6878,0.3544,0.0545
10.05,13:00,2.184,2.184,2.4582,2.184,0.4208,0.2693,1.0142,0.0437,0.0935,2.4582,0.3241,0.0499
10.05,14:00,2.1487,2.1487,2.5879,2.1487,0.414,0.2693,1.0245,0.043,0.0955,2.5879,0.3412,0.0525
10.05,15:00,2.4841,2.4841,2.963,2.4841,0.4786,0.2693,1.1385,0.0497,0.1098,2.963,0.3907,0.0601
10.05,16:00,2.9095,2.9095,2.989,2.9095,0.5605,0.2693,1.2239,0.0582,0.1188,2.989,0.3941,0.0606
10.05,17:00,3.5868,3.5868,3.2495,3.5868,0.691,0.2693,1.3888,0.0717,0.1376,3.2495,0.4284,0.0659
10.05,18:00,3.5291,3.5291,3.3645,3.5291,0.6799,0.2693,1.3928,0.0706,0.1388,3.3645,0.4436,0.0682
10.05,19:00,3.5099,3.5099,3.0308,3.5099,0.6762,0.2693,1.3451,0.0702,0.1317,3.0308,0.3996,0.0615
10.05,20:00,3.3437,3.3437,2.2213,3.3437,0.6442,0.2693,1.2064,0.0669,0.1119,2.2213,0.2929,0.0451
10.05,21:00,2.8251,2.8251,1.3352,2.8251,0.5443,0.2693,0.9896,0.0565,0.0836,1.3352,0.176,0.0271
10.05,22:00,2.0994,2.0994,1.1544,2.0994,0.4045,0.2693,0.826,0.042,0.0654,1.1544,0.1522,0.0234
10.05,23:00,2.0041,2.0041,1.1985,2.0041,0.3861,0.2693,0.8134,0.0401,0.0644,1.1985,0.158,0.0243
11.05,00:00,1.5944,1.5944,1.0197,1.5944,0.3072,0.2693,0.7109,0.0319,0.0526,1.0197,0.1344,0.0207
11.05,01:00,1.5182,1.5182,1.2763,1.5182,0.2925,0.2693,0.7301,0.0304,0.0563,1.2763,0.1683,0.0259
11.05,02:00,1.4361,1.4361,2.0498,1.4361,0.2767,0.2693,0.8162,0.0287,0.0703,2.0498,0.2703,0.0416
11.05,03:00,1.2578,1.2578,3.9641,1.2578,0.2423,0.2693,1.0343,0.0252,0.1056,3.9641,0.5227,0.0804
11.05,04:00,1.6304,1.6304,5.4816,1.6304,0.3141,0.2693,1.3061,0.0326,0.1438,5.4816,0.7227,0.1112
11.05,05:00,2.4735,2.4735,5.2594,2.4735,0.4766,0.2693,1.4393,0.0495,0.1562,5.2594,0.6934,0.1067
11.05,06:00,2.4507,2.4507,4.1027,2.4507,0.4722,0.2693,1.2824,0.049,0.1322,4.1027,0.5409,0.0832
11.05,07:00,2.2357,2.2357,3.8867,2.2357,0.4307,0.2693,1.2125,0.0447,0.1236,3.8867,0.5124,0.0788
11.05,08:00,2.3031,2.3031,3.7516,2.3031,0.4437,0.2693,1.2076,0.0461,0.1222,3.7516,0.4946,0.0761
11.05,09:00,2.2106,2.2106,3.4589,2.2106,0.4259,0.2693,1.1512,0.0442,0.1144,3.4589,0.456,0.0702
11.05,10:00,2.5876,2.5876,3.3532,2.5876,0.4985,0.2693,1.2099,0.0518,0.1198,3.3532,0.4421,0.068
11.05,11:00,2.3608,2.3608,2.8066,2.3608,0.4548,0.2693,1.0942,0.0472,0.1041,2.8066,0.37,0.0569
11.05,12:00,2.7589,2.7589,2.9979,2.7589,0.5315,0.2693,1.1961,0.0552,0.116,2.9979,0.3953,0.0608
11.05,13:00,2.0921,2.0921,2.711,2.0921,0.4031,0.2693,1.0298,0.0418,0.0968,2.711,0.3574,0.055
11.05,14:00,2.1278,2.1278,2.8306,2.1278,0.4099,0.2693,1.0524,0.0426,0.1,2.8306,0.3732,0.0574
11.05,15:00,1.9644,1.9644,2.989,1.9644,0.3785,0.2693,1.0418,0.0393,0.0999,2.989,0.3941,0.0606
11.05,16:00,2.3563,2.3563,3.0273,2.3563,0.454,0.2693,1.1224,0.0471,0.1085,3.0273,0.3991,0.0614
11.05,17:00,3.7469,3.7469,3.1976,3.7469,0.7219,0.2693,1.4128,0.0749,0.1398,3.1976,0.4216,0.0649
11.05,18:00,4.1817,4.1817,3.3029,4.1817,0.8057,0.2693,1.5104,0.0836,0.1506,3.3029,0.4355,0.067
11.05,19:00,3.6577,3.6577,3.0513,3.6577,0.7047,0.2693,1.3763,0.0732,0.135,3.0513,0.4023,0.0619
11.05,20:00,3.2614,3.2614,2.2314,3.2614,0.6283,0.2693,1.1918,0.0652,0.1105,2.2314,0.2942,0.0453
11.05,21:00,2.7439,2.7439,1.3193,2.7439,0.5286,0.2693,0.9719,0.0549,0.0816,1.3193,0.1739,0.0268
11.05,22:00,2.9023,2.9023,1.0956,2.9023,0.5592,0.2693,0.9729,0.058,0.0803,1.0956,0.1444,0.0222
11.05,23:00,2.711,2.711,1.2899,2.711,0.5223,0.2693,0.9617,0.0542,0.0804,1.2899,0.1701,0.0262
12.05,00:00,2.2481,2.2481,1.3387,2.2481,0.4331,0.2693,0.8789,0.045,0.0721,1.3387,0.1765,0.0272
12.05,01:00,1.908,1.908,1.7769,1.908,0.3676,0.2693,0.8712,0.0382,0.0742,1.7769,0.2343,0.036
12.05,02:00,1.8263,1.8263,2.6804,1.8263,0.3519,0.2693,0.9746,0.0365,0.0909,2.6804,0.3534,0.0544
12.05,03:00,1.9476,1.9476,4.6083,1.9476,0.3752,0.2693,1.2521,0.039,0.1324,4.6083,0.6076,0.0935
12.05,04:00,1.8853,1.8853,5.3299,1.8853,0.3632,0.2693,1.3352,0.0377,0.1458,5.3299,0.7027,0.1081
12.05,05:00,2.4723,2.4723,5.2315,2.4723,0.4763,0.2693,1.4354,0.0494,0.1556,5.2315,0.6898,0.1061
12.05,06:00,2.6275,2.6275,4.0171,2.6275,0.5062,0.2693,1.3051,0.0525,0.134,4.0171,0.5296,0.0815
12.05,07:00,2.0569,2.0569,3.8286,2.0569,0.3963,0.2693,1.1704,0.0411,0.1188,3.8286,0.5048,0.0777
12.05,08:00,2.0581,2.0581,3.57,2.0581,0.3965,0.2693,1.1365,0.0412,0.1136,3.57,0.4707,0.0724
12.05,09:00,2.4145,2.4145,3.4431,2.4145,0.4652,0.2693,1.1884,0.0483,0.1181,3.4431,0.454,0.0698
12.05,10:00,2.9089,2.9089,3.3509,2.9089,0.5604,0.2693,1.2715,0.0582,0.1261,3.3509,0.4418,0.068
12.05,11:00,2.682,2.682,2.8647,2.682,0.5167,0.2693,1.1637,0.0536,0.1117,2.8647,0.3777,0.0581
12.05,12:00,2.7474,2.7474,2.7633,2.7474,0.5293,0.2693,1.1629,0.0549,0.111,2.7633,0.3643,0.0561
12.05,13:00,2.2135,2.2135,2.5453,2.2135,0.4265,0.2693,1.0313,0.0443,0.0959,2.5453,0.3356,0.0516
12.05,14:00,1.9435,1.9435,2.7424,1.9435,0.3744,0.2693,1.0053,0.0389,0.0945,2.7424,0.3616,0.0556
12.05,15:00,2.1678,2.1678,3.0606,2.1678,0.4177,0.2693,1.0905,0.0434,0.1054,3.0606,0.4035,0.0621
12.05,16:00,2.6338,2.6338,3.143,2.6338,0.5074,0.2693,1.1911,0.0527,0.1164,3.143,0.4144,0.0638
12.05,17:00,3.5401,3.5401,3.3691,3.5401,0.682,0.2693,1.3955,0.0708,0.1391,3.3691,0.4442,0.0683
12.05,18:00,3.7735,3.7735,3.4872,3.7735,0.727,0.2693,1.4561,0.0755,0.1462,3.4872,0.4598,0.0707
12.05,19:00,3.4753,3.4753,3.2433,3.4753,0.6696,0.2693,1.3665,0.0695,0.1353,3.2433,0.4276,0.0658
12.05,20:00,3.5792,3.5792,2.3684,3.5792,0.6896,0.2693,1.2711,0.0716,0.1196,2.3684,0.3123,0.048
12.05,21:00,2.9633,2.9633,1.4765,2.9633,0.5709,0.2693,1.0349,0.0593,0.0892,1.4765,0.1947,0.0299
12.05,22:00,2.2963,2.2963,1.0379,2.2963,0.4424,0.2693,0.8485,0.0459,0.067,1.0379,0.1368,0.0211
12.05,23:00,2.1477,2.1477,1.2086,2.1477,0.4138,0.2693,0.8424,0.043,0.0675,1.2086,0.1593,0.0245
13.05,00:00,1.73,1.73,1.1912,1.73,0.3333,0.2693,0.7597,0.0346,0.0588,1.1912,0.1571,0.0242
13.05,01:00,1.8392,1.8392,1.3499,1.8392,0.3543,0.2693,0.8016,0.0368,0.0642,1.3499,0.178,0.0274
13.05,02:00,1.4987,1.4987,2.2151,1.4987,0.2887,0.2693,0.8501,0.03,0.0749,2.2151,0.2921,0.0449
13.05,03:00,1.6584,1.6584,4.5549,1.6584,0.3195,0.2693,1.1893,0.0332,0.1256,4.5549,0.6005,0.0924
13.05,04:00,1.5258,1.5258,5.8068,1.5258,0.294,0.2693,1.3289,0.0305,0.1483,5.8068,0.7656,0.1178
13.05,05:00,1.7225,1.7225,5.4936,1.7225,0.3319,0.2693,1.3255,0.0345,0.1459,5.4936,0.7243,0.1114
13.05,06:00,2.004,2.004,4.2215,2.004,0.3861,0.2693,1.212,0.0401,0.1257,4.2215,0.5566,0.0856
13.05,07:00,2.7323,2.7323,4.0593,2.7323,0.5264,0.2693,1.3309,0.0546,0.137,4.0593,0.5352,0.0823
13.05,08:00,3.1942,3.1942,3.7578,3.1942,0.6154,0.2693,1.3801,0.0639,0.1401,3.7578,0.4954,0.0762
13.05,09:00,3.7164,3.7164,3.6769,3.7164,0.716,0.2693,1.4701,0.0743,0.1489,3.6769,0.4848,0.0746
13.05,10:00,3.7111,3.7111,3.5375,3.7111,0.715,0.2693,1.4507,0.0742,0.146,3.5375,0.4664,0.0718
13.05,11:00,4.3793,4.3793,2.9553,4.3793,0.8437,0.2693,1.5027,0.0876,0.1475,2.9553,0.3896,0.0599
13.05,12:00,4.2973,4.2973,2.8554,4.2973,0.8279,0.2693,1.4737,0.0859,0.1439,2.8554,0.3765,0.0579
13.05,13:00,3.0766,3.0766,2.6324,3.0766,0.5927,0.2693,1.2091,0.0615,0.1149,2.6324,0.3471,0.0534
13.05,14:00,2.4536,2.4536,2.8012,2.4536,0.4727,0.2693,1.1113,0.0491,0.1059,2.8012,0.3693,0.0568
13.05,15:00,2.8364,2.8364,3.1287,2.8364,0.5465,0.2693,1.2283,0.0567,0.1202,3.1287,0.4125,0.0635
13.05,16:00,2.9181,2.9181,3.1515,2.9181,0.5622,0.2693,1.247,0.0584,0.1223,3.1515,0.4155,0.0639
13.05,17:00,4.0719,4.0719,3.4078,4.0719,0.7845,0.2693,1.5031,0.0814,0.1506,3.4078,0.4493,0.0691
13.05,18:00,4.0465,4.0465,3.5867,4.0465,0.7796,0.2693,1.5218,0.0809,0.1537,3.5867,0.4729,0.0728
13.05,19:00,3.8306,3.8306,3.1903,3.8306,0.738,0.2693,1.4279,0.0766,0.1413,3.1903,0.4206,0.0647
13.05,20:00,4.0884,4.0884,2.3905,4.0884,0.7877,0.2693,1.3721,0.0818,0.1303,2.3905,0.3152,0.0485
13.05,21:00,3.3498,3.3498,1.437,3.3498,0.6454,0.2693,1.1041,0.067,0.0961,1.437,0.1895,0.0291
13.05,22:00,2.6786,2.6786,0.9918,2.6786,0.5161,0.2693,0.9161,0.0536,0.0737,0.9918,0.1308,0.0201
13.05,23:00,2.7987,2.7987,1.1556,2.7987,0.5392,0.2693,0.9609,0.056,0.0794,1.1556,0.1524,0.0234
14.05,00:00,2.279,2.279,1.137,2.279,0.4391,0.2693,0.8583,0.0456,0.0686,1.137,0.1499,0.0231
14.05,01:00,2.3641,2.3641,1.2876,2.3641,0.4555,0.2693,0.8945,0.0473,0.0734,1.2876,0.1698,0.0261
14.05,02:00,2.0447,2.0447,2.147,2.0447,0.3939,0.2693,0.9463,0.0409,0.0844,2.147,0.2831,0.0435
14.05,03:00,2.1629,2.1629,4.4229,2.1629,0.4167,0.2693,1.2691,0.0433,0.133,4.4229,0.5831,0.0897
14.05,04:00,2.1559,2.1559,5.7058,2.1559,0.4153,0.2693,1.4369,0.0431,0.1589,5.7058,0.7523,0.1157
14.05,05:00,2.0428,2.0428,5.3845,2.0428,0.3936,0.2693,1.3728,0.0409,0.1501,5.3845,0.7099,0.1092
14.05,06:00,2.3191,2.3191,4.2003,2.3191,0.4468,0.2693,1.2699,0.0464,0.1316,4.2003,0.5538,0.0852
14.05,07:00,3.0225,3.0225,4.0357,3.0225,0.5823,0.2693,1.3837,0.0605,0.1423,4.0357,0.5321,0.0819
14.05,08:00,3.6842,3.6842,3.7504,3.6842,0.7098,0.2693,1.4736,0.0737,0.1498,3.7504,0.4945,0.0761
14.05,09:00,3.872,3.872,3.6691,3.872,0.746,0.2693,1.499,0.0774,0.1519,3.6691,0.4838,0.0744
14.05,10:00,3.4488,3.4488,3.5317,3.4488,0.6644,0.2693,1.3994,0.069,0.1406,3.5317,0.4656,0.0716
14.05,11:00,4.0513,4.0513,2.9348,4.0513,0.7805,0.2693,1.4367,0.081,0.1406,2.9348,0.3869,0.0595
14.05,12:00,4.3381,4.3381,2.8,4.3381,0.8358,0.2693,1.4742,0.0868,0.1436,2.8,0.3692,0.0568
14.05,13:00,3.3807,3.3807,2.5647,3.3807,0.6513,0.2693,1.2588,0.0676,0.1196,2.5647,0.3381,0.052
14.05,14:00,2.9912,2.9912,2.7056,2.9912,0.5763,0.2693,1.2023,0.0598,0.1147,2.7056,0.3567,0.0549
14.05,15:00,3.313,3.313,3.0463,3.313,0.6383,0.2693,1.3092,0.0663,0.1281,3.0463,0.4016,0.0618
14.05,16:00,3.6197,3.6197,3.0683,3.6197,0.6974,0.2693,1.3712,0.0724,0.1346,3.0683,0.4045,0.0622
14.05,17:00,3.7508,3.7508,3.3033,3.7508,0.7226,0.2693,1.4274,0.075,0.142,3.3033,0.4355,0.067
14.05,18:00,4.1677,4.1677,3.4516,4.1677,0.8029,0.2693,1.5273,0.0834,0.1534,3.4516,0.4551,0.07
14.05,19:00,3.3637,3.3637,3.0745,3.3637,0.6481,0.2693,1.3227,0.0673,0.1296,3.0745,0.4054,0.0624
14.05,20:00,3.0502,3.0502,2.2925,3.0502,0.5876,0.2693,1.1592,0.061,0.1075,2.2925,0.3023,0.0465
14.05,21:00,2.5866,2.5866,1.3751,2.5866,0.4983,0.2693,0.9489,0.0517,0.0796,1.3751,0.1813,0.0279
14.05,22:00,1.9156,1.9156,1.017,1.9156,0.3691,0.2693,0.7724,0.0383,0.0589,1.017,0.1341,0.0206
14.05,23:00,1.8271,1.8271,1.1807,1.8271,0.352,0.2693,0.777,0.0365,0.0605,1.1807,0.1557,0.0239
15.05,00:00,1.6222,1.6222,1.1668,1.6222,0.3125,0.2693,0.7357,0.0324,0.0561,1.1668,0.1538,0.0237
15.05,01:00,1.5601,1.5601,1.327,1.5601,0.3006,0.2693,0.7448,0.0312,0.0581,1.327,0.175,0.0269
15.05,02:00,1.4416,1.4416,2.2093,1.4416,0.2777,0.2693,0.8383,0.0288,0.0736,2.2093,0.2913,0.0448
15.05,03:00,1.2944,1.2944,4.5324,1.2944,0.2494,0.2693,1.1163,0.0259,0.1178,4.5324,0.5976,0.0919
15.05,04:00,1.3905,1.3905,5.8049,1.3905,0.2679,0.2693,1.3025,0.0278,0.1456,5.8049,0.7653,0.1177
15.05,05:00,2.017,2.017,5.4882,2.017,0.3886,0.2693,1.3815,0.0403,0.1517,5.4882,0.7236,0.1113
15.05,06:00,2.6101,2.6101,4.2905,2.6101,0.5029,0.2693,1.3378,0.0522,0.1392,4.2905,0.5657,0.087
15.05,07:00,2.3518,2.3518,4.1298,2.3518,0.4531,0.2693,1.2669,0.047,0.1308,4.1298,0.5445,0.0838
15.05,08:00,2.9617,2.9617,3.8248,2.9617,0.5706,0.2693,1.3442,0.0592,0.1368,3.8248,0.5043,0.0776
15.05,09:00,2.3183,2.3183,3.7303,2.3183,0.4466,0.2693,1.2078,0.0464,0.122,3.7303,0.4918,0.0757
15.05,10:00,2.9228,2.9228,3.5832,2.9228,0.5631,0.2693,1.3048,0.0585,0.1311,3.5832,0.4724,0.0727
15.05,11:00,2.9281,2.9281,2.9909,2.9281,0.5641,0.2693,1.2278,0.0586,0.1192,2.9909,0.3943,0.0607
15.05,12:00,3.1678,3.1678,2.855,3.1678,0.6103,0.2693,1.256,0.0634,0.1213,2.855,0.3764,0.0579
15.05,13:00,2.5089,2.5089,2.6189,2.5089,0.4834,0.2693,1.0979,0.0502,0.1033,2.6189,0.3453,0.0531
15.05,14:00,2.2317,2.2317,2.7652,2.2317,0.43,0.2693,1.0638,0.0446,0.1007,2.7652,0.3646,0.0561
15.05,15:00,2.1611,2.1611,3.1001,2.1611,0.4164,0.2693,1.0944,0.0432,0.1061,3.1001,0.4087,0.0629
15.05,16:00,3.0772,3.0772,3.1353,3.0772,0.5929,0.2693,1.2755,0.0615,0.1251,3.1353,0.4134,0.0636
15.05,17:00,4.7587,4.7587,3.3834,4.7587,0.9168,0.2693,1.6322,0.0952,0.1638,3.3834,0.4461,0.0686
15.05,18:00,4.6745,4.6745,3.5325,4.6745,0.9006,0.2693,1.6356,0.0935,0.1651,3.5325,0.4657,0.0717
15.05,19:00,3.2999,3.2999,3.143,3.2999,0.6358,0.2693,1.3195,0.066,0.1298,3.143,0.4144,0.0638
15.05,20:00,3.0911,3.0911,2.3506,3.0911,0.5955,0.2693,1.1747,0.0618,0.1095,2.3506,0.3099,0.0477
15.05,21:00,2.4491,2.4491,1.4045,2.4491,0.4718,0.2693,0.9263,0.049,0.0775,1.4045,0.1852,0.0285
15.05,22:00,2.2737,2.2737,1.0619,2.2737,0.438,0.2693,0.8473,0.0455,0.067,1.0619,0.14,0.0215
15.05,23:00,2.3339,2.3339,1.231,2.3339,0.4496,0.2693,0.8812,0.0467,0.0716,1.231,0.1623,0.025
16.05,00:00,1.8496,1.8496,1.221,1.8496,0.3563,0.2693,0.7866,0.037,0.0618,1.221,0.161,0.0248
16.05,01:00,1.5741,1.5741,1.3983,1.5741,0.3033,0.2693,0.7569,0.0315,0.0598,1.3983,0.1844,0.0284
16.05,02:00,1.3266,1.3266,2.3262,1.3266,0.2556,0.2693,0.8316,0.0265,0.0737,2.3262,0.3067,0.0472
16.05,03:00,1.4883,1.4883,4.767,1.4883,0.2867,0.2693,1.1845,0.0298,0.1265,4.767,0.6285,0.0967
16.05,04:00,1.6592,1.6592,6.065,1.6592,0.3197,0.2693,1.3886,0.0332,0.1562,6.065,0.7996,0.123
16.05,05:00,2.3427,2.3427,5.7391,2.3427,0.4513,0.2693,1.4773,0.0469,0.1633,5.7391,0.7567,0.1164
16.05,06:00,2.7347,2.7347,4.498,2.7347,0.5269,0.2693,1.3892,0.0547,0.1459,4.498,0.593,0.0912
16.05,07:00,2.4562,2.4562,4.335,2.4562,0.4732,0.2693,1.3141,0.0491,0.1371,4.335,0.5715,0.0879
16.05,08:00,2.3478,2.3478,3.999,2.3478,0.4523,0.2693,1.2489,0.047,0.1281,3.999,0.5272,0.0811
16.05,09:00,2.276,2.276,3.8906,2.276,0.4385,0.2693,1.2207,0.0455,0.1244,3.8906,0.513,0.0789
16.05,10:00,2.5781,2.5781,3.7284,2.5781,0.4967,0.2693,1.2576,0.0516,0.1272,3.7284,0.4916,0.0756
16.05,11:00,2.6928,2.6928,3.126,2.6928,0.5188,0.2693,1.2002,0.0539,0.1173,3.126,0.4121,0.0634
16.05,12:00,2.4191,2.4191,2.9824,2.4191,0.4661,0.2693,1.1286,0.0484,0.1089,2.9824,0.3932,0.0605
16.05,13:00,2.3935,2.3935,2.7447,2.3935,0.4611,0.2693,1.0923,0.0479,0.1035,2.7447,0.3619,0.0557
16.05,14:00,1.9767,1.9767,2.8964,1.9767,0.3808,0.2693,1.032,0.0395,0.0983,2.8964,0.3819,0.0588
16.05,15:00,1.9809,1.9809,3.2363,1.9809,0.3816,0.2693,1.0776,0.0396,0.1053,3.2363,0.4267,0.0656
16.05,16:00,2.2529,2.2529,3.2859,2.2529,0.434,0.2693,1.1366,0.0451,0.1117,3.2859,0.4332,0.0667
16.05,17:00,4.3644,4.3644,3.5576,4.3644,0.8408,0.2693,1.5792,0.0873,0.1595,3.5576,0.4691,0.0722
16.05,18:00,5.3514,5.3514,3.7059,5.3514,1.031,0.2693,1.7889,0.107,0.1822,3.7059,0.4886,0.0752
16.05,19:00,4.8838,4.8838,3.2925,4.8838,0.9409,0.2693,1.6443,0.0977,0.1645,3.2925,0.4341,0.0668
16.05,20:00,4.5316,4.5316,2.4656,4.5316,0.8731,0.2693,1.4674,0.0906,0.1406,2.4656,0.3251,0.05
16.05,21:00,3.3312,3.3312,1.4668,3.3312,0.6418,0.2693,1.1045,0.0666,0.0964,1.4668,0.1934,0.0298
16.05,22:00,2.582,2.582,1.1141,2.582,0.4975,0.2693,0.9136,0.0516,0.0742,1.1141,0.1469,0.0226
16.05,23:00,2.4342,2.4342,1.2415,2.4342,0.469,0.2693,0.9019,0.0487,0.0739,1.2415,0.1637,0.0252
17.05,00:00,2.2223,2.2223,1.2256,2.2223,0.4282,0.2693,0.859,0.0444,0.0693,1.2256,0.1616,0.0249
17.05,01:00,2.3267,2.3267,1.3886,2.3267,0.4483,0.2693,0.9006,0.0465,0.0747,1.3886,0.1831,0.0282
17.05,02:00,2.2269,2.2269,2.2739,2.2269,0.429,0.2693,0.9981,0.0445,0.0907,2.2739,0.2998,0.0461
17.05,03:00,1.9474,1.9474,4.7058,1.9474,0.3752,0.2693,1.2649,0.0389,0.1344,4.7058,0.6204,0.0955
17.05,04:00,2.0735,2.0735,5.9613,2.0735,0.3995,0.2693,1.4547,0.0415,0.1624,5.9613,0.786,0.1209
17.05,05:00,2.6389,2.6389,5.7348,2.6389,0.5084,0.2693,1.5338,0.0528,0.1691,5.7348,0.7561,0.1163
17.05,06:00,2.558,2.558,4.5491,2.558,0.4928,0.2693,1.3619,0.0512,0.1434,4.5491,0.5998,0.0923
17.05,07:00,2.5193,2.5193,4.3826,2.5193,0.4854,0.2693,1.3325,0.0504,0.1393,4.3826,0.5778,0.0889
17.05,08:00,2.124,2.124,3.9873,2.124,0.4092,0.2693,1.2042,0.0425,0.1234,3.9873,0.5257,0.0809
17.05,09:00,2.4606,2.4606,3.8685,2.4606,0.4741,0.2693,1.2534,0.0492,0.1277,3.8685,0.51,0.0785
17.05,10:00,3.0436,3.0436,3.7121,3.0436,0.5864,0.2693,1.3451,0.0609,0.1362,3.7121,0.4894,0.0753
17.05,11:00,3.4428,3.4428,3.1678,3.4428,0.6633,0.2693,1.3502,0.0689,0.1331,3.1678,0.4177,0.0643
17.05,12:00,3.2273,3.2273,2.9739,3.2273,0.6218,0.2693,1.2831,0.0645,0.1249,2.9739,0.3921,0.0603
17.05,13:00,2.7546,2.7546,2.7381,2.7546,0.5307,0.2693,1.161,0.0551,0.1106,2.7381,0.361,0.0555
17.05,14:00,2.5569,2.5569,2.8879,2.5569,0.4926,0.2693,1.1427,0.0511,0.1097,2.8879,0.3808,0.0586
