timestamp,hour,electricity_demand_kwh,total_electricity_consumption_kwh,thermal_demand_kwh,grid_supply_kwh,cost_grid_eur,cost_grid_subscription_eur,total_cost_hour_eur,emissions_grid_kg,total_emissions_hour_kg,pv_output_kwh,grid_export_kwh,grid_revenue_eur,pv_cell_temp_c,cost_pv_capex_hour_eur,cost_pv_om_eur,emissions_pv_kg,electric_boiler_heat_kwh,electric_boiler_electric_demand_kwh,cost_electric_boiler_eur,emissions_electric_boiler_kg,bess_soc_kwh,bess_soc_pct,bess_charge_kwh,bess_discharge_kwh,cost_bess_eur
25.10,00:00,0.3798,1.9368,1.5414,0.387,0.0,0.0269,1.3219,0.0108,0.0279,0.0,0.0,0.0,14.72,0.018,0.0,0.0,1.5414,1.557,0.5703,0.0,0.1754,5.35,0.0,1.5498,0.7067
25.10,01:00,0.4593,2.0163,1.5414,1.8506,0.0566,0.0269,0.7474,0.0518,0.0536,0.0,0.0,0.0,14.59,0.018,0.0,0.0,1.5414,1.557,0.5703,0.0,0.0188,0.57,0.0,0.1657,0.0756
25.10,02:00,0.5466,3.395,2.82,3.3773,0.1019,0.0269,1.1983,0.0946,0.0948,0.0,0.0,0.0,14.47,0.018,0.0,0.0,2.82,2.8485,1.0434,0.0,0.002,0.06,0.0,0.0177,0.0081
25.10,03:00,0.4877,3.413,2.8961,3.4111,0.0936,0.0269,1.2109,0.0955,0.0955,0.0,0.0,0.0,14.5,0.018,0.0,0.0,2.8961,2.9254,1.0716,0.0,0.0002,0.01,0.0,0.0019,0.0009
25.10,04:00,0.5038,3.6132,3.0783,3.613,0.097,0.0269,1.281,0.1012,0.1012,0.0,0.0,0.0,14.21,0.018,0.0,0.0,3.0783,3.1094,1.139,0.0,0.0,0.0,0.0,0.0002,0.0001
25.10,05:00,0.7225,4.4579,3.6981,4.4579,0.1392,0.0269,1.5524,0.1248,0.1248,0.0,0.0,0.0,13.75,0.018,0.0,0.0,3.6981,3.7355,1.3683,0.0,0.0,0.0,0.0,0.0,0.0
25.10,06:00,0.6665,5.8365,5.1183,5.8365,0.1284,0.0269,2.0671,0.1634,0.1634,0.0,0.0,0.0,13.2,0.018,0.0,0.0,5.1183,5.17,1.8938,0.0,0.0,0.0,0.0,0.0,0.0
25.10,07:00,0.8378,7.3748,6.4717,7.3748,0.1614,0.0269,2.6008,0.2065,0.2065,0.0,0.0,0.0,12.59,0.018,0.0,0.0,6.4717,6.5371,2.3945,0.0,0.0,0.0,0.0,0.0,0.0
25.10,08:00,0.7717,6.9127,6.0796,6.8156,0.13,0.0269,2.4253,0.1908,0.1935,0.0971,0.0,0.0,13.08,0.018,0.001,0.002662,6.0796,6.141,2.2495,0.0,0.0,0.0,0.0,0.0,0.0
25.10,09:00,0.7253,6.4977,5.7147,6.1068,0.0644,0.0269,2.2277,0.171,0.1817,0.391,0.0,0.0,14.9,0.018,0.0039,0.010712,5.7147,5.7724,2.1144,0.0,0.0,0.0,0.0,0.0,0.0
25.10,10:00,0.5817,6.1329,5.4957,5.7086,0.0303,0.0269,2.1129,0.1598,0.1715,0.4243,0.0,0.0,15.14,0.018,0.0042,0.011627,5.4957,5.5512,2.0334,0.0,0.0,0.0,0.0,0.0,0.0
25.10,11:00,0.5581,5.889,5.2776,5.6075,0.0533,0.0269,2.0537,0.157,0.1647,0.2816,0.0,0.0,14.38,0.018,0.0028,0.007715,5.2776,5.3309,1.9527,0.0,0.0,0.0,0.0,0.0,0.0
25.10,12:00,0.5313,5.633,5.0507,5.2169,0.0222,0.0269,1.94,0.1461,0.1575,0.4161,0.0,0.0,15.25,0.018,0.0042,0.011401,5.0507,5.1017,1.8688,0.0,0.0,0.0,0.0,0.0,0.0
25.10,13:00,0.5903,5.5917,4.9513,5.2387,0.0457,0.0269,1.9261,0.1467,0.1564,0.353,0.0,0.0,14.45,0.018,0.0035,0.009672,4.9513,5.0013,1.832,0.0,0.0,0.0,0.0,0.0,0.0
25.10,14:00,1.0101,5.9023,4.8433,5.7857,0.1721,0.0269,2.0102,0.162,0.1652,0.1166,0.0,0.0,12.65,0.018,0.0012,0.003196,4.8433,4.8922,1.792,0.0,0.0,0.0,0.0,0.0,0.0
25.10,15:00,1.1244,6.11,4.9358,6.0426,0.2036,0.0269,2.0755,0.1692,0.171,0.0674,0.0,0.0,12.29,0.018,0.0007,0.001846,4.9358,4.9857,1.8262,0.0,0.0,0.0,0.0,0.0,0.0
25.10,16:00,0.8381,5.8999,5.0112,5.8999,0.1615,0.0269,2.0605,0.1652,0.1652,0.0,0.0,0.0,11.6,0.018,0.0,0.0,5.0112,5.0618,1.8541,0.0,0.0,0.0,0.0,0.0,0.0
25.10,17:00,0.7686,6.0679,5.2463,6.0679,0.1481,0.0269,2.1341,0.1699,0.1699,0.0,0.0,0.0,11.47,0.018,0.0,0.0,5.2463,5.2993,1.9411,0.0,0.0,0.0,0.0,0.0,0.0
25.10,18:00,0.6124,6.0857,5.4185,6.0857,0.118,0.0269,2.1677,0.1704,0.1704,0.0,0.0,0.0,11.41,0.018,0.0,0.0,5.4185,5.4732,2.0048,0.0,0.0,0.0,0.0,0.0,0.0
25.10,19:00,0.5062,6.0325,5.471,6.0325,0.0975,0.0269,2.1667,0.1689,0.1689,0.0,0.0,0.0,12.47,0.018,0.0,0.0,5.471,5.5263,2.0243,0.0,0.0,0.0,0.0,0.0,0.0
25.10,20:00,0.4713,5.9936,5.4671,5.9936,0.0908,0.0269,2.1585,0.1678,0.1678,0.0,0.0,0.0,13.12,0.018,0.0,0.0,5.4671,5.5223,2.0228,0.0,0.0,0.0,0.0,0.0,0.0
25.10,21:00,0.3675,5.7227,5.3017,5.7227,0.0708,0.0269,2.0773,0.1602,0.1602,0.0,0.0,0.0,13.5,0.018,0.0,0.0,5.3017,5.3553,1.9616,0.0,0.0,0.0,0.0,0.0,0.0
25.10,22:00,0.3789,5.1493,4.7227,5.1493,0.073,0.0269,1.8653,0.1442,0.1442,0.0,0.0,0.0,13.72,0.018,0.0,0.0,4.7227,4.7704,1.7474,0.0,0.0,0.0,0.0,0.0,0.0
25.10,23:00,0.3389,5.5924,3.5773,5.5924,0.0653,0.0269,1.4338,0.1566,0.1566,0.0,0.0,0.0,13.79,0.018,0.0,0.0,3.5773,3.6134,1.3236,0.0,1.64,50.0,0.0,0.0,0.0
26.10,00:00,0.3379,3.2766,2.9093,1.7268,0.0,0.0269,1.828,0.0483,0.0654,0.0,0.0,0.0,13.66,0.018,0.0,0.0,2.9093,2.9387,1.0764,0.0,0.1754,5.35,0.0,1.5498,0.7067
26.10,01:00,0.3694,2.7648,2.3714,2.599,0.0392,0.0269,1.0371,0.0728,0.0746,0.0,0.0,0.0,13.31,0.018,0.0,0.0,2.3714,2.3954,0.8774,0.0,0.0188,0.57,0.0,0.1657,0.0756
26.10,02:00,0.4767,2.9603,2.4587,2.9426,0.0884,0.0269,1.0511,0.0824,0.0826,0.0,0.0,0.0,12.95,0.018,0.0,0.0,2.4587,2.4835,0.9097,0.0,0.002,0.06,0.0,0.0177,0.0081
26.10,03:00,0.5432,3.0905,2.5218,3.0886,0.1043,0.0269,1.0831,0.0865,0.0865,0.0,0.0,0.0,12.33,0.018,0.0,0.0,2.5218,2.5473,0.9331,0.0,0.0002,0.01,0.0,0.0019,0.0009
26.10,04:00,0.4719,3.2015,2.7023,3.2013,0.0909,0.0269,1.1357,0.0896,0.0896,0.0,0.0,0.0,12.01,0.018,0.0,0.0,2.7023,2.7296,0.9999,0.0,0.0,0.0,0.0,0.0002,0.0001
26.10,05:00,0.664,3.9957,3.2984,3.9957,0.1279,0.0269,1.3932,0.1119,0.1119,0.0,0.0,0.0,11.77,0.018,0.0,0.0,3.2984,3.3317,1.2204,0.0,0.0,0.0,0.0,0.0,0.0
26.10,06:00,0.741,5.5174,4.7287,5.5174,0.1428,0.0269,1.9373,0.1545,0.1545,0.0,0.0,0.0,11.38,0.018,0.0,0.0,4.7287,4.7765,1.7496,0.0,0.0,0.0,0.0,0.0,0.0
26.10,07:00,0.7128,6.7344,5.9614,6.7344,0.1373,0.0269,2.3879,0.1886,0.1886,0.0,0.0,0.0,10.17,0.018,0.0,0.0,5.9614,6.0216,2.2057,0.0,0.0,0.0,0.0,0.0,0.0
26.10,08:00,0.7677,6.4679,5.6432,6.4589,0.1462,0.0269,2.2791,0.1808,0.1811,0.009,0.0,0.0,9.94,0.018,0.0001,0.000247,5.6432,5.7002,2.088,0.0,0.0,0.0,0.0,0.0,0.0
26.10,09:00,0.6056,5.9174,5.2587,5.7507,0.0846,0.0269,2.0768,0.161,0.1656,0.1667,0.0,0.0,10.89,0.018,0.0017,0.004568,5.2587,5.3118,1.9457,0.0,0.0,0.0,0.0,0.0,0.0
26.10,10:00,0.518,5.595,5.0263,5.4329,0.0686,0.0269,1.9748,0.1521,0.1566,0.1621,0.0,0.0,11.1,0.018,0.0016,0.004443,5.0263,5.0771,1.8597,0.0,0.0,0.0,0.0,0.0,0.0
26.10,11:00,0.573,5.4036,4.7823,4.9249,0.0182,0.0269,1.8373,0.1379,0.151,0.4786,0.0,0.0,13.06,0.018,0.0048,0.013114,4.7823,4.8306,1.7695,0.0,0.0,0.0,0.0,0.0,0.0
26.10,12:00,0.5582,5.1859,4.5815,4.7541,0.0243,0.0269,1.7687,0.1331,0.1449,0.4318,0.0,0.0,12.88,0.018,0.0043,0.011833,4.5815,4.6278,1.6952,0.0,0.0,0.0,0.0,0.0,0.0
26.10,13:00,0.6523,5.1842,4.4866,4.2086,0.0,0.0269,1.7147,0.1178,0.1446,0.9756,0.0,0.0,16.64,0.018,0.0098,0.026732,4.4866,4.5319,1.66,0.0,0.0,0.0,0.0,0.0,0.0
26.10,14:00,1.0024,5.4509,4.404,4.4485,0.0,0.0269,1.6844,0.1246,0.152,1.0024,0.0,0.0,17.03,0.018,0.01,0.027466,4.404,4.4485,1.6295,0.0,0.0,0.0,0.0,0.0,0.0
26.10,15:00,1.0667,5.5744,4.4627,4.4971,0.0,0.0269,1.7069,0.1259,0.1554,1.0773,0.0,0.0,17.03,0.018,0.0108,0.029519,4.4627,4.5078,1.6512,0.0,0.0,0.0,0.0,0.0,0.0
26.10,16:00,0.942,5.5305,4.5426,5.5305,0.1815,0.0269,1.9072,0.1549,0.1549,0.0,0.0,0.0,9.27,0.018,0.0,0.0,4.5426,4.5885,1.6808,0.0,0.0,0.0,0.0,0.0,0.0
26.10,17:00,0.9041,5.6989,4.7468,5.6989,0.1742,0.0269,1.9754,0.1596,0.1596,0.0,0.0,0.0,8.4,0.018,0.0,0.0,4.7468,4.7947,1.7563,0.0,0.0,0.0,0.0,0.0,0.0
26.10,18:00,0.6985,5.7054,4.9569,5.7054,0.1346,0.0269,2.0135,0.1598,0.1598,0.0,0.0,0.0,7.62,0.018,0.0,0.0,4.9569,5.007,1.8341,0.0,0.0,0.0,0.0,0.0,0.0
26.10,19:00,0.5944,5.671,5.0258,5.671,0.1145,0.0269,2.019,0.1588,0.1588,0.0,0.0,0.0,6.87,0.018,0.0,0.0,5.0258,5.0766,1.8595,0.0,0.0,0.0,0.0,0.0,0.0
26.10,20:00,0.4705,5.5796,5.058,5.5796,0.0906,0.0269,2.007,0.1562,0.1562,0.0,0.0,0.0,6.52,0.018,0.0,0.0,5.058,5.1091,1.8715,0.0,0.0,0.0,0.0,0.0,0.0
26.10,21:00,0.3905,5.3352,4.8953,5.3352,0.0752,0.0269,1.9314,0.1494,0.1494,0.0,0.0,0.0,5.96,0.018,0.0,0.0,4.8953,4.9447,1.8113,0.0,0.0,0.0,0.0,0.0,0.0
26.10,22:00,0.43,4.8371,4.363,4.8371,0.0828,0.0269,1.7421,0.1354,0.1354,0.0,0.0,0.0,5.59,0.018,0.0,0.0,4.363,4.4071,1.6143,0.0,0.0,0.0,0.0,0.0,0.0
26.10,23:00,0.3733,5.2726,3.2267,5.2726,0.0719,0.0269,1.3107,0.1476,0.1476,0.0,0.0,0.0,5.36,0.018,0.0,0.0,3.2267,3.2593,1.1939,0.0,1.64,50.0,0.0,0.0,0.0
27.10,00:00,0.3795,2.9544,2.5492,1.4046,0.0,0.0269,1.6948,0.0393,0.0564,0.0,0.0,0.0,5.38,0.018,0.0,0.0,2.5492,2.5749,0.9432,0.0,0.1754,5.35,0.0,1.5498,0.7067
27.10,01:00,0.4284,2.3579,1.9102,2.1922,0.0506,0.0269,0.8779,0.0614,0.0632,0.0,0.0,0.0,5.38,0.018,0.0,0.0,1.9102,1.9295,0.7068,0.0,0.0188,0.57,0.0,0.1657,0.0756
27.10,02:00,0.5706,2.5754,1.9848,2.5577,0.1065,0.0269,0.8939,0.0716,0.0718,0.0,0.0,0.0,5.42,0.018,0.0,0.0,1.9848,2.0048,0.7344,0.0,0.002,0.06,0.0,0.0177,0.0081
27.10,03:00,0.6921,2.7125,2.0002,2.7106,0.133,0.0269,0.9188,0.0759,0.0759,0.0,0.0,0.0,5.45,0.018,0.0,0.0,2.0002,2.0204,0.7401,0.0,0.0002,0.01,0.0,0.0019,0.0009
27.10,04:00,0.6081,2.8536,2.223,2.8534,0.1171,0.0269,0.9846,0.0799,0.0799,0.0,0.0,0.0,5.36,0.018,0.0,0.0,2.223,2.2455,0.8225,0.0,0.0,0.0,0.0,0.0002,0.0001
27.10,05:00,0.7211,3.562,2.8124,3.5619,0.1389,0.0269,1.2244,0.0997,0.0997,0.0,0.0,0.0,5.17,0.018,0.0,0.0,2.8124,2.8408,1.0406,0.0,0.0,0.0,0.0,0.0,0.0
27.10,06:00,0.7237,4.8719,4.1067,4.8719,0.1394,0.0269,1.7038,0.1364,0.1364,0.0,0.0,0.0,4.96,0.018,0.0,0.0,4.1067,4.1482,1.5195,0.0,0.0,0.0,0.0,0.0,0.0
27.10,07:00,0.8922,6.2083,5.263,6.2083,0.1719,0.0269,2.1641,0.1738,0.1738,0.0,0.0,0.0,5.3,0.018,0.0,0.0,5.263,5.3162,1.9473,0.0,0.0,0.0,0.0,0.0,0.0
27.10,08:00,0.7399,5.7967,5.0062,5.5934,0.1034,0.0269,2.0026,0.1566,0.1622,0.2033,0.0,0.0,6.5,0.018,0.002,0.00557,5.0062,5.0568,1.8523,0.0,0.0,0.0,0.0,0.0,0.0
27.10,09:00,0.687,5.2935,4.5604,5.1389,0.1026,0.0269,1.8364,0.1439,0.1481,0.1546,0.0,0.0,6.86,0.018,0.0015,0.004237,4.5604,4.6065,1.6873,0.0,0.0,0.0,0.0,0.0,0.0
27.10,10:00,0.5868,4.918,4.2879,4.44,0.021,0.0269,1.6572,0.1243,0.1374,0.478,0.0,0.0,10.02,0.018,0.0048,0.013096,4.2879,4.3312,1.5865,0.0,0.0,0.0,0.0,0.0,0.0
27.10,11:00,0.5855,4.715,4.0882,4.0324,0.0,0.0269,1.5644,0.1129,0.1316,0.6826,0.0,0.0,12.86,0.018,0.0068,0.018703,4.0882,4.1295,1.5126,0.0,0.0,0.0,0.0,0.0,0.0
27.10,12:00,0.5315,4.4269,3.8565,3.7299,0.0,0.0269,1.4788,0.1044,0.1235,0.6971,0.0,0.0,13.94,0.018,0.007,0.0191,3.8565,3.8955,1.4269,0.0,0.0,0.0,0.0,0.0,0.0
27.10,13:00,0.7142,4.5355,3.783,3.4185,0.0,0.0269,1.4558,0.0957,0.1263,1.1169,0.0,0.0,17.31,0.018,0.0112,0.030604,3.783,3.8212,1.3997,0.0,0.0,0.0,0.0,0.0,0.0
27.10,14:00,0.8558,4.5945,3.7013,3.1036,0.0,0.0269,1.4293,0.0869,0.1278,1.4909,0.0,0.0,19.88,0.018,0.0149,0.04085,3.7013,3.7387,1.3695,0.0,0.0,0.0,0.0,0.0,0.0
27.10,15:00,0.9647,4.8438,3.8403,4.5856,0.1361,0.0269,1.6045,0.1284,0.1355,0.2581,0.0,0.0,11.7,0.018,0.0026,0.007072,3.8403,3.8791,1.4209,0.0,0.0,0.0,0.0,0.0,0.0
27.10,16:00,0.8848,4.8356,3.9113,4.8356,0.1705,0.0269,1.6625,0.1354,0.1354,0.0,0.0,0.0,9.63,0.018,0.0,0.0,3.9113,3.9508,1.4472,0.0,0.0,0.0,0.0,0.0,0.0
27.10,17:00,0.8086,4.9292,4.0794,4.9292,0.1558,0.0269,1.7101,0.138,0.138,0.0,0.0,0.0,9.51,0.018,0.0,0.0,4.0794,4.1206,1.5094,0.0,0.0,0.0,0.0,0.0,0.0
27.10,18:00,0.5964,4.8954,4.256,4.8954,0.1149,0.0269,1.7345,0.1371,0.1371,0.0,0.0,0.0,9.44,0.018,0.0,0.0,4.256,4.299,1.5747,0.0,0.0,0.0,0.0,0.0,0.0
27.10,19:00,0.5022,4.8935,4.3474,4.8935,0.0967,0.0269,1.7502,0.137,0.137,0.0,0.0,0.0,9.39,0.018,0.0,0.0,4.3474,4.3913,1.6085,0.0,0.0,0.0,0.0,0.0,0.0
27.10,20:00,0.3866,4.8122,4.3814,4.8122,0.0745,0.0269,1.7405,0.1347,0.1347,0.0,0.0,0.0,9.5,0.018,0.0,0.0,4.3814,4.4257,1.6211,0.0,0.0,0.0,0.0,0.0,0.0
27.10,21:00,0.3293,4.6062,4.2342,4.6062,0.0634,0.0269,1.675,0.129,0.129,0.0,0.0,0.0,9.55,0.018,0.0,0.0,4.2342,4.277,1.5667,0.0,0.0,0.0,0.0,0.0,0.0
27.10,22:00,0.3414,4.1607,3.7811,4.1607,0.0658,0.0269,1.5097,0.1165,0.1165,0.0,0.0,0.0,9.21,0.018,0.0,0.0,3.7811,3.8193,1.399,0.0,0.0,0.0,0.0,0.0,0.0
27.10,23:00,0.3359,4.7253,2.7219,4.7253,0.0647,0.0269,1.1167,0.1323,0.1323,0.0,0.0,0.0,9.2,0.018,0.0,0.0,2.7219,2.7494,1.0071,0.0,1.64,50.0,0.0,0.0,0.0
28.10,00:00,0.3398,2.4093,2.0488,0.8595,0.0,0.0269,1.5097,0.0241,0.0411,0.0,0.0,0.0,9.23,0.018,0.0,0.0,2.0488,2.0695,0.7581,0.0,0.1754,5.35,0.0,1.5498,0.7067
28.10,01:00,0.3522,2.1303,1.7603,1.9646,0.0359,0.0269,0.8077,0.055,0.0568,0.0,0.0,0.0,9.24,0.018,0.0,0.0,1.7603,1.7781,0.6513,0.0,0.0188,0.57,0.0,0.1657,0.0756
28.10,02:00,0.4412,2.3302,1.8701,2.3125,0.0816,0.0269,0.8265,0.0647,0.0649,0.0,0.0,0.0,9.38,0.018,0.0,0.0,1.8701,1.889,0.6919,0.0,0.002,0.06,0.0,0.0177,0.0081
28.10,03:00,0.4863,2.448,1.9421,2.4461,0.0933,0.0269,0.8577,0.0685,0.0685,0.0,0.0,0.0,9.64,0.018,0.0,0.0,1.9421,1.9617,0.7186,0.0,0.0002,0.01,0.0,0.0019,0.0009
28.10,04:00,0.5185,2.7394,2.1987,2.7392,0.0999,0.0269,0.9584,0.0767,0.0767,0.0,0.0,0.0,10.01,0.018,0.0,0.0,2.1987,2.2209,0.8135,0.0,0.0,0.0,0.0,0.0002,0.0001
28.10,05:00,0.5995,3.4174,2.7897,3.4174,0.1155,0.0269,1.1926,0.0957,0.0957,0.0,0.0,0.0,10.34,0.018,0.0,0.0,2.7897,2.8179,1.0322,0.0,0.0,0.0,0.0,0.0,0.0
28.10,06:00,0.5578,4.6125,4.0141,4.6125,0.1075,0.0269,1.6376,0.1291,0.1291,0.0,0.0,0.0,10.61,0.018,0.0,0.0,4.0141,4.0546,1.4852,0.0,0.0,0.0,0.0,0.0,0.0
28.10,07:00,0.6238,5.5614,4.8882,5.5614,0.1202,0.0269,1.9737,0.1557,0.1557,0.0,0.0,0.0,11.1,0.018,0.0,0.0,4.8882,4.9376,1.8086,0.0,0.0,0.0,0.0,0.0,0.0
28.10,08:00,0.6396,5.3808,4.6938,5.3539,0.118,0.0269,1.8999,0.1499,0.1506,0.027,0.0,0.0,11.49,0.018,0.0003,0.000739,4.6938,4.7412,1.7367,0.0,0.0,0.0,0.0,0.0,0.0
28.10,09:00,0.583,4.8726,4.2467,4.7154,0.082,0.0269,1.6998,0.132,0.1363,0.1571,0.0,0.0,12.5,0.018,0.0016,0.004305,4.2467,4.2896,1.5713,0.0,0.0,0.0,0.0,0.0,0.0
28.10,10:00,0.6392,4.6733,3.9938,4.5342,0.0963,0.0269,1.6203,0.127,0.1308,0.1391,0.0,0.0,12.64,0.018,0.0014,0.003812,3.9938,4.0341,1.4777,0.0,0.0,0.0,0.0,0.0,0.0
28.10,11:00,0.7284,4.543,3.7765,4.2433,0.0826,0.0269,1.5278,0.1188,0.127,0.2998,0.0,0.0,13.92,0.018,0.003,0.008214,3.7765,3.8146,1.3973,0.0,0.0,0.0,0.0,0.0,0.0
28.10,12:00,0.6338,4.267,3.5968,4.0789,0.0859,0.0269,1.4635,0.1142,0.1194,0.1881,0.0,0.0,13.47,0.018,0.0019,0.005154,3.5968,3.6331,1.3308,0.0,0.0,0.0,0.0,0.0,0.0
28.10,13:00,0.7135,4.2803,3.5311,3.9986,0.0832,0.0269,1.4374,0.112,0.1197,0.2817,0.0,0.0,14.2,0.018,0.0028,0.007718,3.5311,3.5668,1.3065,0.0,0.0,0.0,0.0,0.0,0.0
28.10,14:00,1.018,4.5184,3.4654,4.3036,0.1548,0.0269,1.484,0.1205,0.1264,0.2148,0.0,0.0,13.88,0.018,0.0021,0.005885,3.4654,3.5004,1.2822,0.0,0.0,0.0,0.0,0.0,0.0
28.10,15:00,1.1081,4.6636,3.5199,4.5829,0.1979,0.0269,1.546,0.1283,0.1305,0.0807,0.0,0.0,13.11,0.018,0.0008,0.002211,3.5199,3.5555,1.3024,0.0,0.0,0.0,0.0,0.0,0.0
28.10,16:00,0.9465,4.5848,3.6019,4.5848,0.1823,0.0269,1.5599,0.1284,0.1284,0.0,0.0,0.0,12.66,0.018,0.0,0.0,3.6019,3.6383,1.3327,0.0,0.0,0.0,0.0,0.0,0.0
28.10,17:00,0.8634,4.6779,3.7764,4.6779,0.1663,0.0269,1.6085,0.131,0.131,0.0,0.0,0.0,12.68,0.018,0.0,0.0,3.7764,3.8145,1.3973,0.0,0.0,0.0,0.0,0.0,0.0
28.10,18:00,0.728,4.7525,3.9843,4.7525,0.1403,0.0269,1.6593,0.1331,0.1331,0.0,0.0,0.0,12.64,0.018,0.0,0.0,3.9843,4.0245,1.4742,0.0,0.0,0.0,0.0,0.0,0.0
28.10,19:00,0.6559,4.7833,4.0861,4.7833,0.1264,0.0269,1.6831,0.1339,0.1339,0.0,0.0,0.0,12.5,0.018,0.0,0.0,4.0861,4.1274,1.5119,0.0,0.0,0.0,0.0,0.0,0.0
28.10,20:00,0.6375,4.8174,4.1381,4.8174,0.1228,0.0269,1.6988,0.1349,0.1349,0.0,0.0,0.0,12.45,0.018,0.0,0.0,4.1381,4.1799,1.5311,0.0,0.0,0.0,0.0,0.0,0.0
28.10,21:00,0.5737,4.6199,4.0058,4.6199,0.1105,0.0269,1.6376,0.1294,0.1294,0.0,0.0,0.0,12.41,0.018,0.0,0.0,4.0058,4.0463,1.4821,0.0,0.0,0.0,0.0,0.0,0.0
28.10,22:00,0.5677,4.1934,3.5894,4.1934,0.1094,0.0269,1.4824,0.1174,0.1174,0.0,0.0,0.0,12.26,0.018,0.0,0.0,3.5894,3.6257,1.3281,0.0,0.0,0.0,0.0,0.0,0.0
28.10,23:00,0.5816,4.8297,2.582,4.8297,0.1121,0.0269,1.1123,0.1352,0.1352,0.0,0.0,0.0,12.15,0.018,0.0,0.0,2.582,2.6081,0.9553,0.0,1.64,50.0,0.0,0.0,0.0
29.10,00:00,0.5762,2.5431,1.9472,0.9933,0.0,0.0269,1.4721,0.0278,0.0449,0.0,0.0,0.0,11.85,0.018,0.0,0.0,1.9472,1.9669,0.7205,0.0,0.1754,5.35,0.0,1.5498,0.7067
29.10,01:00,0.5808,2.6127,2.0116,2.4469,0.08,0.0269,0.9447,0.0685,0.0703,0.0,0.0,0.0,11.2,0.018,0.0,0.0,2.0116,2.0319,0.7443,0.0,0.0188,0.57,0.0,0.1657,0.0756
29.10,02:00,0.5644,2.7027,2.1169,2.6849,0.1053,0.0269,0.9416,0.0752,0.0754,0.0,0.0,0.0,10.55,0.018,0.0,0.0,2.1169,2.1383,0.7833,0.0,0.002,0.06,0.0,0.0177,0.0081
29.10,03:00,0.5556,2.7527,2.1751,2.7508,0.1067,0.0269,0.9572,0.077,0.077,0.0,0.0,0.0,10.2,0.018,0.0,0.0,2.1751,2.1971,0.8048,0.0,0.0002,0.01,0.0,0.0019,0.0009
29.10,04:00,0.7234,3.1123,2.365,3.1121,0.1393,0.0269,1.0594,0.0871,0.0871,0.0,0.0,0.0,10.16,0.018,0.0,0.0,2.365,2.3889,0.8751,0.0,0.0,0.0,0.0,0.0002,0.0001
29.10,05:00,0.8418,3.839,2.9672,3.839,0.1622,0.0269,1.305,0.1075,0.1075,0.0,0.0,0.0,10.26,0.018,0.0,0.0,2.9672,2.9972,1.0979,0.0,0.0,0.0,0.0,0.0,0.0
29.10,06:00,1.0042,5.4369,4.3883,5.4369,0.1935,0.0269,1.862,0.1522,0.1522,0.0,0.0,0.0,10.33,0.018,0.0,0.0,4.3883,4.4326,1.6237,0.0,0.0,0.0,0.0,0.0,0.0
29.10,07:00,0.9643,6.5353,5.5152,6.5353,0.1858,0.0269,2.2713,0.183,0.183,0.0,0.0,0.0,10.73,0.018,0.0,0.0,5.5152,5.5709,2.0406,0.0,0.0,0.0,0.0,0.0,0.0
29.10,08:00,0.9635,6.2362,5.22,6.2002,0.1787,0.0269,2.1553,0.1736,0.1746,0.036,0.0,0.0,11.03,0.018,0.0004,0.000988,5.22,5.2727,1.9314,0.0,0.0,0.0,0.0,0.0,0.0
29.10,09:00,0.9291,5.7407,4.7635,5.5879,0.1496,0.0269,1.9585,0.1565,0.1606,0.1528,0.0,0.0,11.95,0.018,0.0015,0.004187,4.7635,4.8116,1.7625,0.0,0.0,0.0,0.0,0.0,0.0
29.10,10:00,0.7596,5.3214,4.5162,4.6403,0.0151,0.0269,1.7378,0.1299,0.1486,0.6811,0.0,0.0,15.77,0.018,0.0068,0.018662,4.5162,4.5618,1.671,0.0,0.0,0.0,0.0,0.0,0.0
29.10,11:00,0.6309,4.9514,4.2773,4.3526,0.0062,0.0269,1.6397,0.1219,0.1383,0.5988,0.0,0.0,15.65,0.018,0.006,0.016408,4.2773,4.3205,1.5826,0.0,0.0,0.0,0.0,0.0,0.0
29.10,12:00,0.6047,4.745,4.0989,4.2428,0.0198,0.0269,1.5863,0.1188,0.1326,0.5021,0.0,0.0,15.3,0.018,0.005,0.013759,4.0989,4.1403,1.5166,0.0,0.0,0.0,0.0,0.0,0.0
29.10,13:00,0.6693,4.7198,4.01,4.1733,0.0237,0.0269,1.5577,0.1169,0.1318,0.5465,0.0,0.0,15.63,0.018,0.0055,0.014973,4.01,4.0505,1.4837,0.0,0.0,0.0,0.0,0.0,0.0
29.10,14:00,0.8745,4.8354,3.9213,4.6832,0.1391,0.0269,1.6365,0.1311,0.1353,0.1523,0.0,0.0,13.44,0.018,0.0015,0.004173,3.9213,3.9609,1.4509,0.0,0.0,0.0,0.0,0.0,0.0
29.10,15:00,0.8418,4.8681,3.986,4.4843,0.0882,0.0269,1.6118,0.1256,0.1361,0.3838,0.0,0.0,14.67,0.018,0.0038,0.010516,3.986,4.0263,1.4748,0.0,0.0,0.0,0.0,0.0,0.0
29.10,16:00,0.7831,4.8972,4.073,4.8972,0.1509,0.0269,1.7028,0.1371,0.1371,0.0,0.0,0.0,12.03,0.018,0.0,0.0,4.073,4.1141,1.507,0.0,0.0,0.0,0.0,0.0,0.0
