configuration,configuration_label,total_electricity_demand_kwh,total_electricity_consumption_kwh,total_thermal_demand_kwh,annual_cost_grid_eur,annual_cost_total_eur,annual_emissions_grid_kg,annual_emissions_total_kg,total_pv_generation_kwh,pv_self_consumption_fraction,annual_cost_pv_capex_eur,annual_cost_pv_om_eur,annual_revenue_grid_eur,annual_emissions_pv_kg,annual_cost_electric_boiler_eur,annual_emissions_electric_boiler_kg,annual_cost_bess_eur,annual_emissions_bess_kg
C_grid_eb_pv_bess,C: Grid + Electric Boiler + PV + BESS,6215.4899,26074.3556,19069.2852,609.0503,8358.618,550.7644,738.8941,6401.3357,0.8946,157.644,64.0123,56.3213,175.3966,7055.6356,0.0,528.5971,12.7331
