timestamp,hour,electricity_demand_kwh,total_electricity_consumption_kwh,thermal_demand_kwh,grid_supply_kwh,cost_grid_eur,cost_grid_subscription_eur,total_cost_hour_eur,emissions_grid_kg,total_emissions_hour_kg,electric_boiler_heat_kwh,electric_boiler_electric_demand_kwh,cost_electric_boiler_eur,emissions_electric_boiler_kg
25.10,00:00,62.2475,285.9374,221.453,285.9374,11.9926,2.6929,96.6231,5.7187,5.7187,221.453,223.6899,81.9376,0.0
25.10,01:00,55.4239,327.5953,269.4497,327.5953,10.678,2.6929,113.0673,6.5519,6.5519,269.4497,272.1714,99.6964,0.0
25.10,02:00,49.6799,391.2947,338.1986,391.2947,9.5713,2.6929,137.3977,7.8259,7.8259,338.1986,341.6148,125.1335,0.0
25.10,03:00,47.1228,447.4937,396.3672,447.4937,9.0787,2.6929,158.4275,8.9499,8.9499,396.3672,400.371,146.6559,0.0
25.10,04:00,47.9418,504.1752,451.671,504.1752,9.2365,2.6929,179.0477,10.0835,10.0835,451.671,456.2334,167.1183,0.0
25.10,05:00,50.0697,577.2598,521.9183,577.2598,9.6464,2.6929,205.4491,11.5452,11.5452,521.9183,527.1902,193.1098,0.0
25.10,06:00,52.476,632.7398,574.4612,632.7398,10.11,2.6929,225.3536,12.6548,12.6548,574.4612,580.2638,212.5506,0.0
25.10,07:00,60.3972,648.6742,582.3942,648.6742,11.6361,2.6929,229.8149,12.9735,12.9735,582.3942,588.277,215.4859,0.0
25.10,08:00,63.5823,621.9012,552.7357,621.9012,12.2498,2.6929,219.4549,12.438,12.438,552.7357,558.3189,204.5122,0.0
25.10,09:00,67.7413,602.9547,529.8613,602.9547,13.051,2.6929,211.7926,12.0591,12.0591,529.8613,535.2134,196.0487,0.0
25.10,10:00,68.6598,585.0303,511.2068,585.0303,13.228,2.6929,205.0674,11.7006,11.7006,511.2068,516.3705,189.1465,0.0
25.10,11:00,70.7885,574.7168,498.8891,574.7168,13.6381,2.6929,200.92,11.4943,11.4943,498.8891,503.9284,184.589,0.0
25.10,12:00,67.2212,563.038,490.8586,563.038,12.9508,2.6929,197.2615,11.2608,11.2608,490.8586,495.8168,181.6177,0.0
25.10,13:00,67.0767,564.9532,492.8977,564.9532,12.923,2.6929,197.9881,11.2991,11.2991,492.8977,497.8764,182.3721,0.0
25.10,14:00,67.5674,572.3062,499.6914,572.3062,13.0175,2.6929,200.5963,11.4461,11.4461,499.6914,504.7388,184.8858,0.0
25.10,15:00,71.1751,587.766,511.4249,587.766,13.7126,2.6929,205.6328,11.7553,11.7553,511.4249,516.5909,189.2272,0.0
25.10,16:00,75.4807,604.1468,523.3794,604.1468,14.5421,2.6929,210.8854,12.0829,12.0829,523.3794,528.666,193.6504,0.0
25.10,17:00,78.3173,614.9932,531.3091,614.9932,15.0886,2.6929,214.3659,12.2999,12.2999,531.3091,536.6759,196.5844,0.0
25.10,18:00,77.3832,606.8,524.1226,606.8,14.9086,2.6929,211.5269,12.136,12.136,524.1226,529.4167,193.9254,0.0
25.10,19:00,78.9017,578.612,494.7132,578.612,15.2012,2.6929,200.938,11.5722,11.5722,494.7132,499.7103,183.0439,0.0
25.10,20:00,78.4399,538.1199,455.0832,538.1199,15.1122,2.6929,186.1859,10.7624,10.7624,455.0832,459.68,168.3808,0.0
25.10,21:00,69.9732,469.2574,395.2913,469.2574,13.481,2.6929,162.4317,9.3851,9.3851,395.2913,399.2841,146.2578,0.0
25.10,22:00,58.6519,396.6649,334.6329,396.6649,11.2999,2.6929,137.807,7.9333,7.9333,334.6329,338.013,123.8142,0.0
25.10,23:00,50.712,334.1603,280.6138,334.1603,9.7702,2.6929,116.2902,6.6832,6.6832,280.6138,283.4483,103.8271,0.0
26.10,00:00,44.5549,304.0243,256.8746,304.0243,8.584,2.6929,106.3205,6.0805,6.0805,256.8746,259.4693,95.0436,0.0
26.10,01:00,40.2187,303.6016,260.7491,303.6016,7.7485,2.6929,106.9186,6.072,6.072,260.7491,263.383,96.4772,0.0
26.10,02:00,39.3373,343.3035,300.9266,343.3035,7.5787,2.6929,121.6145,6.8661,6.8661,300.9266,303.9662,111.3428,0.0
26.10,03:00,39.6155,399.2134,356.0019,399.2134,7.6323,2.6929,142.046,7.9843,7.9843,356.0019,359.5979,131.7207,0.0
26.10,04:00,41.7832,457.1874,411.2502,457.1874,8.0499,2.6929,162.9054,9.1437,9.1437,411.2502,415.4042,152.1626,0.0
26.10,05:00,45.3285,528.9992,478.8339,528.9992,8.733,2.6929,188.5945,10.58,10.58,478.8339,483.6706,177.1686,0.0
26.10,06:00,49.4594,584.502,529.6922,584.502,9.5289,2.6929,208.2079,11.69,11.69,529.6922,535.0426,195.9861,0.0
26.10,07:00,56.4433,597.4853,535.6316,597.4853,10.8744,2.6929,211.751,11.9497,11.9497,535.6316,541.042,198.1837,0.0
26.10,08:00,62.2144,574.5406,507.2029,574.5406,11.9862,2.6929,202.3442,11.4908,11.4908,507.2029,512.3262,187.6651,0.0
26.10,09:00,64.191,552.341,483.2684,552.341,12.367,2.6929,193.8693,11.0468,11.0468,483.2684,488.1499,178.8093,0.0
26.10,10:00,64.9241,534.3423,464.724,534.3423,12.5083,2.6929,187.1491,10.6868,10.6868,464.724,469.4182,171.9479,0.0
26.10,11:00,65.8713,522.5722,452.1339,522.5722,12.6908,2.6929,182.6732,10.4514,10.4514,452.1339,456.7009,167.2896,0.0
26.10,12:00,64.5797,514.2601,445.1836,514.2601,12.4419,2.6929,179.8528,10.2852,10.2852,445.1836,449.6804,164.7179,0.0
26.10,13:00,63.6531,514.8591,446.694,514.8591,12.2634,2.6929,180.2331,10.2972,10.2972,446.694,451.2061,165.2768,0.0
26.10,14:00,66.1571,524.5177,453.777,524.5177,12.7458,2.6929,183.3362,10.4904,10.4904,453.777,458.3606,167.8975,0.0
26.10,15:00,69.1655,538.6565,464.7961,538.6565,13.3254,2.6929,187.9929,10.7731,10.7731,464.7961,469.491,171.9746,0.0
26.10,16:00,75.9018,558.4472,477.7199,558.4472,14.6232,2.6929,194.0725,11.1689,11.1689,477.7199,482.5454,176.7564,0.0
26.10,17:00,81.2057,572.7343,486.6134,572.7343,15.6451,2.6929,198.385,11.4547,11.4547,486.6134,491.5287,180.0469,0.0
26.10,18:00,82.7162,570.0385,482.449,570.0385,15.9361,2.6929,197.1352,11.4008,11.4008,482.449,487.3223,178.5061,0.0
26.10,19:00,84.9382,544.5266,454.9926,544.5266,16.3642,2.6929,187.4044,10.8905,10.8905,454.9926,459.5884,168.3472,0.0
26.10,20:00,83.1528,504.5651,417.1982,504.5651,16.0202,2.6929,173.0765,10.0913,10.0913,417.1982,421.4123,154.3633,0.0
26.10,21:00,75.3959,435.8497,356.8493,435.8497,14.5258,2.6929,149.2529,8.717,8.717,356.8493,360.4538,132.0342,0.0
26.10,22:00,65.4538,364.653,296.2072,364.653,12.6103,2.6929,124.8999,7.2931,7.2931,296.2072,299.1992,109.5967,0.0
26.10,23:00,57.1201,298.4702,238.9366,298.4702,11.0048,2.6929,102.1042,5.9694,5.9694,238.9366,241.3501,88.4065,0.0
27.10,00:00,49.5427,264.1842,212.4951,264.1842,9.5449,2.6929,90.861,5.2837,5.2837,212.4951,214.6415,78.6232,0.0
27.10,01:00,44.5021,259.5022,212.8501,259.5022,8.5738,2.6929,90.0212,5.19,5.19,212.8501,215.0001,78.7545,0.0
27.10,02:00,43.3159,295.5938,249.7551,295.5938,8.3452,2.6929,103.4475,5.9119,5.9119,249.7551,252.2778,92.4094,0.0
27.10,03:00,45.6227,350.6788,302.0055,350.6788,8.7897,2.6929,123.2246,7.0136,7.0136,302.0055,305.0561,111.742,0.0
27.10,04:00,49.551,408.7858,355.6424,408.7858,9.5465,2.6929,143.8271,8.1757,8.1757,355.6424,359.2348,131.5877,0.0
27.10,05:00,53.6678,475.1456,417.263,475.1456,10.3396,2.6929,167.4199,9.5029,9.5029,417.263,421.4778,154.3873,0.0
27.10,06:00,57.2911,524.9429,462.9753,524.9429,11.0377,2.6929,185.0315,10.4989,10.4989,462.9753,467.6519,171.3009,0.0
27.10,07:00,65.4186,538.0007,467.8563,538.0007,12.6035,2.6929,188.4033,10.76,10.76,467.8563,472.5821,173.1068,0.0
27.10,08:00,69.9516,512.5999,438.2219,512.5999,13.4769,2.6929,178.3119,10.252,10.252,438.2219,442.6483,162.1421,0.0
27.10,09:00,73.9151,490.9982,412.9122,490.9982,14.2405,2.6929,169.7109,9.82,9.82,412.9122,417.0831,152.7775,0.0
27.10,10:00,70.8768,468.9459,394.0884,468.9459,13.6551,2.6929,162.1608,9.3789,9.3789,394.0884,398.0691,145.8127,0.0
27.10,11:00,71.6014,459.242,383.7642,459.242,13.7947,2.6929,158.4804,9.1848,9.1848,383.7642,387.6406,141.9928,0.0
27.10,12:00,68.6086,449.5938,377.1754,449.5938,13.2181,2.6929,155.4659,8.9919,8.9919,377.1754,380.9852,139.5549,0.0
27.10,13:00,69.0414,453.0744,380.1926,453.0744,13.3015,2.6929,156.6657,9.0615,9.0615,380.1926,384.0329,140.6713,0.0
27.10,14:00,66.4718,458.6082,388.215,458.6082,12.8065,2.6929,159.1389,9.1722,9.1722,388.215,392.1364,143.6396,0.0
27.10,15:00,70.1252,474.4306,400.2624,474.4306,13.5103,2.6929,164.3003,9.4886,9.4886,400.2624,404.3054,148.0971,0.0
27.10,16:00,72.7115,488.4159,411.5473,488.4159,14.0086,2.6929,168.974,9.7683,9.7683,411.5473,415.7044,152.2725,0.0
27.10,17:00,76.5972,500.3617,419.5268,500.3617,14.7572,2.6929,172.6751,10.0072,10.0072,419.5268,423.7645,155.2249,0.0
27.10,18:00,76.5707,497.6209,416.8397,497.6209,14.7521,2.6929,171.6757,9.9524,9.9524,416.8397,421.0502,154.2307,0.0
27.10,19:00,77.702,474.1268,392.4606,474.1268,14.9701,2.6929,162.8734,9.4825,9.4825,392.4606,396.4248,145.2104,0.0
27.10,20:00,73.0961,434.2876,357.5796,434.2876,14.0827,2.6929,149.0801,8.6858,8.6858,357.5796,361.1915,132.3045,0.0
27.10,21:00,66.7265,377.9064,308.0681,377.9064,12.8555,2.6929,129.5336,7.5581,7.5581,308.0681,311.1799,113.9852,0.0
27.10,22:00,57.174,314.8299,255.0793,314.8299,11.0151,2.6929,108.0874,6.2966,6.2966,255.0793,257.6559,94.3793,0.0
27.10,23:00,49.0193,259.885,208.757,259.885,9.4441,2.6929,89.3771,5.1977,5.1977,208.757,210.8656,77.2401,0.0
28.10,00:00,41.7775,237.0674,193.337,237.0674,8.0489,2.6929,82.2765,4.7413,4.7413,193.337,195.2899,71.5347,0.0
28.10,01:00,37.7475,244.257,204.4444,244.257,7.2724,2.6929,85.6098,4.8851,4.8851,204.4444,206.5095,75.6444,0.0
28.10,02:00,36.1335,281.6356,243.0471,281.6356,6.9615,2.6929,99.5818,5.6327,5.6327,243.0471,245.5021,89.9274,0.0
28.10,03:00,36.9727,331.4455,291.528,331.4455,7.1232,2.6929,117.6815,6.6289,6.6289,291.528,294.4728,107.8654,0.0
28.10,04:00,40.0378,386.7509,343.246,386.7509,7.7137,2.6929,137.4076,7.735,7.735,343.246,346.7131,127.001,0.0
28.10,05:00,43.2893,444.7879,397.4836,444.7879,8.3401,2.6929,158.102,8.8958,8.8958,397.4836,401.4986,147.0689,0.0
28.10,06:00,46.4146,486.8233,436.0046,486.8233,8.9422,2.6929,172.9569,9.7365,9.7365,436.0046,440.4087,161.3217,0.0
28.10,07:00,50.8968,490.9136,435.6166,490.9136,9.8058,2.6929,173.6769,9.8183,9.8183,435.6166,440.0168,161.1781,0.0
28.10,08:00,54.4804,467.305,408.6964,467.305,10.4962,2.6929,164.4068,9.3461,9.3461,408.6964,412.8246,151.2177,0.0
28.10,09:00,57.4686,445.424,384.0758,445.424,11.0719,2.6929,155.8729,8.9085,8.9085,384.0758,387.9553,142.108,0.0
28.10,10:00,59.6251,430.0977,366.7679,430.0977,11.4874,2.6929,149.8844,8.602,8.602,366.7679,370.4726,135.7041,0.0
28.10,11:00,62.0061,421.6553,356.0527,421.6553,11.9461,2.6929,146.3785,8.4331,8.4331,356.0527,359.6492,131.7395,0.0
28.10,12:00,62.9995,417.2665,350.7243,417.2665,12.1375,2.6929,144.5984,8.3453,8.3453,350.7243,354.2669,129.768,0.0
28.10,13:00,65.9032,422.1837,352.7177,422.1837,12.6969,2.6929,145.8954,8.4437,8.4437,352.7177,356.2806,130.5056,0.0
28.10,14:00,69.3087,432.7832,359.8397,432.7832,13.353,2.6929,149.1866,8.6557,8.6557,359.8397,363.4745,133.1407,0.0
28.10,15:00,75.4696,449.9941,370.7793,449.9941,14.54,2.6929,154.4212,8.9999,8.9999,370.7793,374.5245,137.1883,0.0
28.10,16:00,82.9195,470.3989,383.6046,470.3989,15.9753,2.6929,160.6019,9.408,9.408,383.6046,387.4794,141.9337,0.0
28.10,17:00,86.655,483.8346,393.2078,483.8346,16.695,2.6929,164.8748,9.6767,9.6767,393.2078,397.1796,145.4869,0.0
28.10,18:00,85.5964,482.3159,392.7523,482.3159,16.491,2.6929,164.5023,9.6463,9.6463,392.7523,396.7195,145.3184,0.0
28.10,19:00,87.0579,461.5186,370.7161,461.5186,16.7726,2.6929,156.6305,9.2304,9.2304,370.7161,374.4607,137.165,0.0
28.10,20:00,86.8217,428.8659,338.6237,428.8659,16.7271,2.6929,144.7108,8.5773,8.5773,338.6237,342.0442,125.2908,0.0
28.10,21:00,81.086,382.7331,298.6306,382.7331,15.622,2.6929,128.8083,7.6547,7.6547,298.6306,301.6471,110.4933,0.0
28.10,22:00,73.0831,327.2605,251.6356,327.2605,14.0802,2.6929,109.8783,6.5452,6.5452,251.6356,254.1774,93.1052,0.0
28.10,23:00,67.1084,284.1739,214.8949,284.1739,12.9291,2.6929,95.1331,5.6835,5.6835,214.8949,217.0655,79.5111,0.0
29.10,00:00,62.6529,272.7164,207.9628,272.7164,12.0707,2.6929,91.7099,5.4543,5.4543,207.9628,210.0635,76.9462,0.0
29.10,01:00,60.3767,289.3099,226.6438,289.3099,11.6322,2.6929,98.1833,5.7862,5.7862,226.6438,228.9332,83.8582,0.0
29.10,02:00,58.9286,328.8295,267.2019,328.8295,11.3532,2.6929,112.9108,6.5766,6.5766,267.2019,269.9009,98.8647,0.0
29.10,03:00,57.6504,381.3153,320.4282,381.3153,11.1069,2.6929,132.3583,7.6263,7.6263,320.4282,323.6648,118.5584,0.0
29.10,04:00,59.1073,438.2823,375.3833,438.2823,11.3876,2.6929,152.9724,8.7656,8.7656,375.3833,379.1751,138.8918,0.0
29.10,05:00,62.1476,505.9783,439.3924,505.9783,11.9734,2.6929,177.2415,10.1196,10.1196,439.3924,443.8307,162.5752,0.0
29.10,06:00,68.4423,560.2651,486.9046,560.2651,13.1861,2.6929,196.0337,11.2053,11.2053,486.9046,491.8228,180.1547,0.0
29.10,07:00,73.753,568.0313,489.3356,568.0313,14.2092,2.6929,197.9563,11.3606,11.3606,489.3356,494.2783,181.0542,0.0
29.10,08:00,79.9721,544.3646,459.7486,544.3646,15.4074,2.6929,188.2073,10.8873,10.8873,459.7486,464.3925,170.107,0.0
29.10,09:00,84.3948,522.9265,434.1464,522.9265,16.2595,2.6929,179.5866,10.4585,10.4585,434.1464,438.5317,160.6342,0.0
29.10,10:00,88.8463,508.8489,415.8025,508.8489,17.1171,2.6929,173.657,10.177,10.177,415.8025,420.0026,153.8469,0.0
29.10,11:00,88.7471,496.9311,404.1022,496.9311,17.098,2.6929,169.3087,9.9386,9.9386,404.1022,408.184,149.5178,0.0
29.10,12:00,85.4403,487.3509,397.8915,487.3509,16.4609,2.6929,166.3737,9.747,9.747,397.8915,401.9106,147.2198,0.0
29.10,13:00,80.1546,483.4363,399.249,483.4363,15.4426,2.6929,165.8576,9.6687,9.6687,399.249,403.2818,147.7221,0.0
29.10,14:00,78.2727,488.8277,406.4495,488.8277,15.08,2.6929,168.1593,9.7766,9.7766,406.4495,410.555,150.3863,0.0
29.10,15:00,76.3384,498.2195,417.6623,498.2195,14.7074,2.6929,171.9353,9.9644,9.9644,417.6623,421.8811,154.5351,0.0
29.10,16:00,75.0288,510.2167,430.836,510.2167,14.455,2.6929,176.5573,10.2043,10.2043,430.836,435.1879,159.4093,0.0
29.10,17:00,73.7883,518.6291,440.3925,518.6291,14.216,2.6929,179.8542,10.3726,10.3726,440.3925,444.8409,162.9452,0.0
29.10,18:00,74.0907,516.3263,437.8133,516.3263,14.2743,2.6929,178.9581,10.3265,10.3265,437.8133,442.2356,161.9909,0.0
29.10,19:00,74.8576,492.1136,413.0835,492.1136,14.4221,2.6929,169.9559,9.8423,9.8423,413.0835,417.256,152.8409,0.0
29.10,20:00,73.4421,454.7837,377.5282,454.7837,14.1493,2.6929,156.5277,9.0957,9.0957,377.5282,381.3416,139.6854,0.0
29.10,21:00,68.5443,403.7305,331.8344,403.7305,13.2057,2.6929,138.6774,8.0746,8.0746,331.8344,335.1863,122.7787,0.0
29.10,22:00,57.9684,340.046,279.2569,340.046,11.1682,2.6929,117.1862,6.8009,6.8009,279.2569,282.0777,103.325,0.0
29.10,23:00,52.3828,292.736,237.9497,292.736,10.0921,2.6929,100.8264,5.8547,5.8547,237.9497,240.3532,88.0414,0.0
30.10,00:00,41.86,271.9652,227.8042,271.9652,8.0647,2.6929,95.0452,5.4393,5.4393,227.8042,230.1052,84.2875,0.0
30.10,01:00,42.4254,289.7486,244.85,289.7486,8.1737,2.6929,101.4611,5.795,5.795,244.85,247.3232,90.5945,0.0
30.10,02:00,37.5937,326.5698,286.0864,326.5698,7.2428,2.6929,115.7877,6.5314,6.5314,286.0864,288.9761,105.852,0.0
30.10,03:00,35.1233,380.044,341.4715,380.044,6.7669,2.6929,135.8042,7.6009,7.6009,341.4715,344.9207,126.3444,0.0
30.10,04:00,33.0975,434.5711,397.4588,434.5711,6.3766,2.6929,156.1293,8.6914,8.6914,397.4588,401.4736,147.0598,0.0
30.10,05:00,44.2073,513.3518,464.4531,513.3518,8.517,2.6929,183.0575,10.267,10.267,464.4531,469.1445,171.8476,0.0
30.10,06:00,49.1479,568.5577,514.2156,568.5577,9.4688,2.6929,202.4215,11.3712,11.3712,514.2156,519.4097,190.2598,0.0
30.10,07:00,56.867,580.4926,518.3893,580.4926,10.956,2.6929,205.453,11.6099,11.6099,518.3893,523.6256,191.804,0.0
30.10,08:00,64.873,558.4517,488.6429,558.4517,12.4984,2.6929,195.9892,11.169,11.169,488.6429,493.5787,180.7979,0.0
30.10,09:00,73.7807,542.0341,463.5709,542.0341,14.2146,2.6929,188.4287,10.8407,10.8407,463.5709,468.2534,171.5212,0.0
30.10,10:00,80.7274,530.0491,444.8284,530.0491,15.5529,2.6929,182.8324,10.601,10.601,444.8284,449.3216,164.5865,0.0
30.10,11:00,81.1237,518.092,432.5986,518.092,15.6293,2.6929,178.3837,10.3618,10.3618,432.5986,436.9683,160.0615,0.0
30.10,12:00,79.4308,509.4769,425.7457,509.4769,15.3031,2.6929,175.5219,10.1895,10.1895,425.7457,430.0461,157.5259,0.0
30.10,13:00,78.464,509.6885,426.9123,509.6885,15.1169,2.6929,175.7673,10.1938,10.1938,426.9123,431.2245,157.9575,0.0
30.10,14:00,76.634,514.9462,433.9291,514.9462,14.7643,2.6929,178.011,10.2989,10.2989,433.9291,438.3122,160.5537,0.0
30.10,15:00,73.6864,523.3179,445.1351,523.3179,14.1964,2.6929,181.5894,10.4664,10.4664,445.1351,449.6315,164.7,0.0
30.10,16:00,73.0806,535.8559,458.1475,535.8559,14.0797,2.6929,186.2872,10.7171,10.7171,458.1475,462.7753,169.5146,0.0
30.10,17:00,73.6941,545.7574,467.3427,545.7574,14.1979,2.6929,189.8076,10.9151,10.9151,467.3427,472.0634,172.9168,0.0
30.10,18:00,75.5509,543.9719,463.7368,543.9719,14.5556,2.6929,188.8312,10.8794,10.8794,463.7368,468.421,171.5826,0.0
30.10,19:00,76.7409,518.4068,437.2492,518.4068,14.7849,2.6929,179.26,10.3681,10.3681,437.2492,441.6659,161.7822,0.0
30.10,20:00,73.9672,477.9829,399.9756,477.9829,14.2505,2.6929,164.9344,9.5597,9.5597,399.9756,404.0157,147.991,0.0
30.10,21:00,69.5854,421.1684,348.0672,421.1684,13.4063,2.6929,144.8841,8.4234,8.4234,348.0672,351.583,128.7849,0.0
30.10,22:00,62.6882,357.5064,291.87,357.5064,12.0775,2.6929,122.7623,7.1501,7.1501,291.87,294.8182,107.9919,0.0
30.10,23:00,55.0713,302.1018,244.5601,302.1018,10.61,2.6929,103.7902,6.042,6.042,244.5601,247.0304,90.4873,0.0
31.10,00:00,48.5176,279.3006,228.4752,279.3006,9.3474,2.6929,96.5761,5.586,5.586,228.4752,230.783,84.5358,0.0
31.10,01:00,44.1386,286.6461,240.0824,286.6461,8.5037,2.6929,100.0272,5.7329,5.7329,240.0824,242.5075,88.8305,0.0
31.10,02:00,40.7634,324.9965,281.3908,324.9965,7.8535,2.6929,114.661,6.4999,6.4999,281.3908,284.2331,104.1146,0.0
31.10,03:00,39.8849,379.9155,336.6303,379.9155,7.6842,2.6929,134.9304,7.5983,7.5983,336.6303,340.0306,124.5532,0.0
31.10,04:00,41.055,437.7339,392.7121,437.7339,7.9097,2.6929,155.9061,8.7547,8.7547,392.7121,396.6789,145.3035,0.0
31.10,05:00,44.841,509.1278,459.6439,509.1278,8.6391,2.6929,181.4002,10.1826,10.1826,459.6439,464.2868,170.0682,0.0
31.10,06:00,49.5064,564.1212,509.4686,564.1212,9.5379,2.6929,200.7342,11.2824,11.2824,509.4686,514.6148,188.5034,0.0
31.10,07:00,54.221,572.8479,513.4406,572.8479,10.4462,2.6929,203.1122,11.457,11.457,513.4406,518.6269,189.973,0.0
31.10,08:00,61.0102,549.5467,483.6511,549.5467,11.7542,2.6929,193.3981,10.9909,10.9909,483.6511,488.5365,178.9509,0.0
31.10,09:00,67.7133,530.7092,458.3659,530.7092,13.0456,2.6929,185.334,10.6142,10.6142,458.3659,462.9959,169.5954,0.0
31.10,10:00,74.585,518.6991,439.673,518.6991,14.3695,2.6929,179.7415,10.374,10.374,439.673,444.1141,162.679,0.0
31.10,11:00,77.6822,509.4405,427.4407,509.4405,14.9663,2.6929,175.8122,10.1888,10.1888,427.4407,431.7582,158.153,0.0
31.10,12:00,78.7811,503.7715,420.7405,503.7715,15.178,2.6929,173.5449,10.0754,10.0754,420.7405,424.9904,155.674,0.0
31.10,13:00,77.37,503.4777,421.8466,503.4777,14.9061,2.6929,173.6823,10.0696,10.0696,421.8466,426.1077,156.0833,0.0
31.10,14:00,77.3105,510.6093,428.9658,510.6093,14.8946,2.6929,176.3049,10.2122,10.2122,428.9658,433.2988,158.7173,0.0
31.10,15:00,78.3527,522.9211,440.1227,522.9211,15.0954,2.6929,180.6337,10.4584,10.4584,440.1227,444.5683,162.8454,0.0
31.10,16:00,77.7061,535.5826,453.2978,535.5826,14.9709,2.6929,185.384,10.7117,10.7117,453.2978,457.8765,167.7202,0.0
31.10,17:00,78.2318,545.5487,462.6437,545.5487,15.0721,2.6929,188.9432,10.911,10.911,462.6437,467.3169,171.1782,0.0
31.10,18:00,78.9446,542.9335,459.349,542.9335,15.2095,2.6929,187.8615,10.8587,10.8587,459.349,463.9889,169.9591,0.0
31.10,19:00,77.4013,514.7274,432.9528,514.7274,14.9121,2.6929,177.7976,10.2945,10.2945,432.9528,437.3261,160.1926,0.0
31.10,20:00,74.4804,474.2665,395.7883,474.2665,14.3494,2.6929,163.484,9.4853,9.4853,395.7883,399.7862,146.4417,0.0
31.10,21:00,70.3541,411.9937,338.2232,411.9937,13.5544,2.6929,141.3899,8.2399,8.2399,338.2232,341.6396,125.1426,0.0
31.10,22:00,63.887,346.2285,279.5181,346.2285,12.3085,2.6929,118.4231,6.9246,6.9246,279.5181,282.3415,103.4217,0.0
31.10,23:00,55.1439,283.0552,225.6321,283.0552,10.624,2.6929,96.8008,5.6611,5.6611,225.6321,227.9113,83.4839,0.0
01.11,00:00,48.9187,253.1738,202.2125,253.1738,9.4247,2.6929,86.9362,5.0635,5.0635,202.2125,204.255,74.8186,0.0
01.11,01:00,42.7011,252.2138,207.4176,252.2138,8.2268,2.6929,87.6642,5.0443,5.0443,207.4176,209.5127,76.7445,0.0
01.11,02:00,40.2012,290.5494,247.8448,290.5494,7.7452,2.6929,102.1406,5.811,5.811,247.8448,250.3483,91.7026,0.0
01.11,03:00,38.3648,342.1983,300.7951,342.1983,7.3914,2.6929,121.3785,6.844,6.844,300.7951,303.8335,111.2942,0.0
01.11,04:00,38.9584,398.2684,355.7169,398.2684,7.5057,2.6929,141.8139,7.9654,7.9654,355.7169,359.31,131.6153,0.0
01.11,05:00,40.9392,463.2246,418.0625,463.2246,7.8873,2.6929,165.2634,9.2645,9.2645,418.0625,422.2853,154.6831,0.0
01.11,06:00,45.9196,513.6062,463.0098,513.6062,8.8469,2.6929,182.8534,10.2721,10.2721,463.0098,467.6866,171.3136,0.0
01.11,07:00,50.5894,519.3381,464.0613,519.3381,9.7465,2.6929,184.1421,10.3868,10.3868,464.0613,468.7488,171.7027,0.0
01.11,08:00,58.8277,497.0782,433.8679,497.0782,11.3338,2.6929,174.5578,9.9416,9.9416,433.8679,438.2504,160.5311,0.0
01.11,09:00,65.786,477.2587,407.3579,477.2587,12.6743,2.6929,166.0897,9.5452,9.5452,407.3579,411.4727,150.7224,0.0
01.11,10:00,73.9398,466.0396,388.1787,466.0396,14.2452,2.6929,160.5643,9.3208,9.3208,388.1787,392.0997,143.6261,0.0
01.11,11:00,79.1549,459.227,376.2714,459.227,15.25,2.6929,157.1633,9.1845,9.1845,376.2714,380.0722,139.2204,0.0
01.11,12:00,80.5185,454.5006,370.2423,454.5006,15.5127,2.6929,155.1953,9.09,9.09,370.2423,373.9821,136.9896,0.0
01.11,13:00,81.1105,456.1733,371.3122,456.1733,15.6267,2.6929,155.7052,9.1235,9.1235,371.3122,375.0628,137.3855,0.0
01.11,14:00,81.3151,463.5043,378.3674,463.5043,15.6662,2.6929,158.355,9.2701,9.2701,378.3674,382.1892,139.9959,0.0
01.11,15:00,83.7405,477.229,389.5536,477.229,16.1334,2.6929,162.9612,9.5446,9.5446,389.5536,393.4885,144.1348,0.0
01.11,16:00,83.7679,490.9002,403.061,490.9002,16.1387,2.6929,167.9642,9.818,9.818,403.061,407.1323,149.1326,0.0
01.11,17:00,86.896,504.0835,413.0156,504.0835,16.7414,2.6929,172.2501,10.0817,10.0817,413.0156,417.1875,152.8158,0.0
01.11,18:00,84.3214,500.088,411.609,500.088,16.2454,2.6929,171.2336,10.0018,10.0018,411.609,415.7666,152.2953,0.0
01.11,19:00,85.9521,478.0613,388.1881,478.0613,16.5595,2.6929,162.8821,9.5612,9.5612,388.1881,392.1092,143.6296,0.0
01.11,20:00,81.9157,438.9084,353.4228,438.9084,15.7819,2.6929,149.2412,8.7782,8.7782,353.4228,356.9927,130.7664,0.0
01.11,21:00,78.1218,379.1512,298.0191,379.1512,15.0509,2.6929,128.0109,7.583,7.583,298.0191,301.0294,110.2671,0.0
01.11,22:00,68.6209,312.7996,241.7369,312.7996,13.2205,2.6929,105.3561,6.256,6.256,241.7369,244.1787,89.4427,0.0
01.11,23:00,62.239,252.911,188.7653,252.911,11.991,2.6929,84.527,5.0582,5.0582,188.7653,190.672,69.8432,0.0
02.11,00:00,53.5749,218.9747,163.7458,218.9747,10.3217,2.6929,73.6006,4.3795,4.3795,163.7458,165.3998,60.5859,0.0
02.11,01:00,48.693,216.7128,166.3396,216.7128,9.3812,2.6929,73.6198,4.3343,4.3343,166.3396,168.0197,61.5456,0.0
02.11,02:00,45.2317,250.1859,202.9047,250.1859,8.7143,2.6929,86.482,5.0037,5.0037,202.9047,204.9542,75.0747,0.0
