configuration,configuration_label,total_electricity_demand_kwh,total_electricity_consumption_kwh,total_thermal_demand_kwh,annual_cost_grid_eur,annual_cost_total_eur,annual_emissions_grid_kg,annual_emissions_total_kg,total_pv_generation_kwh,pv_self_consumption_fraction,annual_cost_pv_capex_eur,annual_cost_pv_om_eur,annual_revenue_grid_eur,annual_emissions_pv_kg,annual_cost_heat_pump_eur,annual_emissions_heat_pump_kg,annual_cost_bess_eur,annual_emissions_bess_kg,annual_cost_tess_eur,annual_emissions_tess_kg
D_grid_ashp_pv_bess_tess,D: Grid + ASHP + PV + BESS + TESS,6215.4899,15004.6408,22983.7804,499.3193,4315.1784,229.415,420.6562,6401.3357,0.7188,157.644,64.0123,150.2064,175.3966,2835.3382,0.0,657.1761,15.8446,251.8949,0.0
