config_id,N_PV_hh,E_BESS_cap_kwh,E_TESS_cap_kwh,annual_cost_total_eur
C_grid_eb_pv_bess,32.69080376202054,0.036228123930537176,20.05678908340896,9385.675400000073
D_grid_ashp_pv_bess_tess,29.755382122994035,0.6112489745959423,0.1978054942777021,3675.1851999999767
