total_electricity_demand_kwh,total_electricity_consumption_kwh,total_thermal_demand_kwh,total_pv_generation_kwh,pv_self_consumption_fraction,annual_cost_pv_capex_eur,annual_cost_pv_om_eur,annual_cost_grid_eur,annual_cost_gas_boiler_eur,annual_cost_electric_boiler_eur,annual_cost_heat_pump_eur,annual_cost_bess_eur,annual_cost_tess_eur,annual_revenue_grid_eur,annual_cost_total_eur,annual_emissions_grid_kg,annual_emissions_gas_boiler_kg,annual_emissions_electric_boiler_kg,annual_emissions_bess_kg,annual_emissions_tess_kg,annual_emissions_total_kg
3278.8012,19104.238,15074.5684,6416.5209,0.8715,157.4,64.1652,2337.5416,0.0,2261.1853,0.0,5.9827,0.0,68.8035,4757.4712,260.7408,0.0,0.0,27.388,0.0,288.1288
