configuration,configuration_label,total_electricity_demand_kwh,total_electricity_consumption_kwh,total_thermal_demand_kwh,total_pv_generation_kwh,pv_self_consumption_fraction,annual_cost_pv_capex_eur,annual_cost_pv_om_eur,annual_cost_grid_eur,annual_cost_gas_boiler_eur,annual_cost_electric_boiler_eur,annual_cost_heat_pump_eur,annual_cost_bess_eur,annual_cost_tess_eur,annual_revenue_grid_eur,annual_cost_total_eur,annual_emissions_grid_kg,annual_emissions_gas_boiler_kg,annual_emissions_electric_boiler_kg,annual_emissions_bess_kg,annual_emissions_tess_kg,annual_emissions_total_kg
A_grid_eb,A: Grid + Electric Boiler,3278.8012,21551.0054,18089.4821,0.0,0.0,0.0,0.0,3864.0953,0.0,2713.4223,0.0,0.0,0.0,0.0,6577.5176,431.0201,0.0,0.0,0.0,0.0,431.0201
