generation,best_cost_eur,best_emissions_kg
1,293211.79,27755.52
2,293211.79,27755.52
3,290186.52,27713.77
4,243335.59,27713.77
5,225390.65,27591.66
6,225285.42,27583.42
7,225285.42,27583.42
8,225285.42,27583.42
9,225285.42,27574.37
10,225173.14,27574.37
11,224042.59,27574.37
12,224042.59,27574.37
13,224042.59,27574.37
14,223150.64,27574.32
15,223076.05,27574.32
16,222976.08,27574.32
17,222976.08,27574.32
18,222976.08,27574.32
19,222976.08,27574.32
20,222878.43,27574.32
21,222878.43,27574.32
22,222878.43,27574.32
23,222878.43,27574.25
24,222878.43,27574.25
25,222878.43,27574.25
26,222878.43,27574.25
27,222878.43,27574.25
28,222878.43,27574.25
29,222878.43,27574.25
30,222836.18,27574.25
31,222836.18,27574.12
32,222834.72,27574.12
33,222834.59,27574.12
34,222834.59,27574.12
35,222834.59,27574.12
36,222834.55,27574.12
37,222834.23,27574.12
38,222834.23,27574.12
39,222834.07,27574.12
40,222834.03,27574.12
41,222834.03,27574.12
42,222834.03,27574.12
43,222834.03,27574.12
44,222834.03,27574.12
45,222834.03,27574.08
46,222834.03,27574.08
47,222834.03,27574.08
48,222834.03,27574.08
49,222834.03,27574.08
50,222834.01,27574.08
51,222834.0,27574.08
52,222834.0,27574.08
53,222834.0,27574.08
54,222834.0,27574.08
55,222834.0,27574.08
56,222834.0,27574.08
57,222834.0,27574.08
58,222834.0,27574.08
59,222834.0,27574.08
60,222833.99,27574.08
