generation,best_cost_eur,best_emissions_kg
1,371369.66,36981.34
2,371369.66,36909.69
3,370569.68,36887.59
4,370569.68,36863.35
5,370569.68,36826.51
6,370569.68,36820.14
7,370452.4,36820.02
8,369301.19,36820.02
9,369067.62,36820.02
10,369011.61,36820.02
11,369011.61,36820.01
12,368980.92,36820.01
13,368980.22,36820.01
14,368977.8,36820.01
15,368976.33,36820.01
16,368976.26,36820.01
17,368976.26,36820.01
18,368976.22,36820.01
19,368976.22,36820.01
20,368976.22,36820.01
21,368976.22,36820.01
22,368976.22,36820.01
23,368976.22,36820.01
24,368976.22,36820.01
25,368976.22,36820.01
26,368976.22,36820.01
27,368976.22,36820.01
28,368976.22,36820.01
29,368976.22,36820.01
30,368976.22,36820.01
31,368976.22,36820.01
32,368976.22,36820.01
33,368976.22,36820.01
34,368976.22,36820.01
35,368976.22,36820.01
36,368976.22,36820.01
37,368976.22,36820.01
38,368976.22,36820.01
39,368976.22,36820.01
40,368976.22,36820.01
41,368976.22,36820.01
42,368976.22,36820.01
43,368976.22,36820.01
44,368976.22,36820.01
45,368976.22,36820.01
46,368976.22,36820.01
47,368976.22,36820.01
48,368976.22,36820.01
49,368976.22,36820.01
50,368976.22,36820.01
51,368976.22,36820.01
52,368976.22,36820.01
53,368976.22,36820.01
54,368976.22,36820.01
55,368976.22,36820.0
56,368976.22,36820.0
57,368976.22,36820.0
58,368976.22,36820.0
59,368976.22,36820.0
60,368976.22,36820.0
