generation,best_cost_eur,best_emissions_kg
1,6304.14,662.6
2,6293.66,660.52
3,6293.66,660.52
4,6293.66,660.52
5,6293.66,660.15
6,6271.3,659.64
7,6271.3,659.64
8,6256.37,659.64
9,6256.34,659.64
10,6256.28,659.64
11,6256.21,659.64
12,6256.18,659.64
13,6256.17,659.64
14,6256.17,659.64
15,6256.17,659.64
16,6256.17,659.64
17,6256.17,659.64
18,6256.17,659.64
19,6256.17,659.64
20,6256.17,659.64
21,6256.17,659.64
22,6256.17,659.64
23,6256.17,659.64
24,6256.17,659.64
25,6256.17,659.64
26,6256.17,659.64
27,6256.17,659.64
28,6256.17,659.64
29,6256.17,659.64
30,6256.17,659.64
31,6256.17,659.64
32,6256.17,659.64
33,6256.17,659.64
34,6256.17,659.64
35,6256.17,659.64
36,6256.17,659.64
37,6256.17,659.64
38,6256.17,659.64
39,6256.17,659.64
40,6256.17,659.64
41,6256.17,659.64
42,6256.17,659.64
43,6256.17,659.64
44,6256.17,659.64
45,6256.17,659.64
46,6256.17,659.64
47,6256.17,659.64
48,6256.17,659.64
49,6256.17,659.64
50,6256.17,659.64
51,6256.17,659.64
52,6256.17,659.64
53,6256.17,659.64
54,6256.17,659.64
55,6256.17,659.64
56,6256.17,659.64
57,6256.17,659.64
58,6256.17,659.64
59,6256.17,659.64
60,6256.17,659.64
