N_PV_hh,E_BESS_cap_kwh,annual_cost_total_eur,annual_emissions_total_kg
9,0.1,792922.67,74693.36
8,0.1,794460.94,73947.79
15,0.02,780465.4,80841.88
35,0.03,730861.08,109471.29
39,0.02,719850.13,115743.85
36,0.1,729833.16,110994.77
30,0.05,744685.7,101774.67
9,0.06,792291.52,74701.15
36,0.02,728088.13,111031.66
40,0.03,717249.48,117322.54
31,0.09,743096.11,103268.5
28,0.02,749112.83,98794.04
37,0.02,725264.73,112598.61
7,0.0,794462.88,73329.39
27,0.1,753517.89,97273.84
8,0.05,793625.41,73956.65
34,0.05,734138.22,107904.74
6,0.05,796535.04,72821.33
20,0.08,770210.45,87315.22
19,0.04,771761.47,85977.86
20,0.03,769090.2,87337.24
15,0.06,781240.64,80827.99
39,0.11,721977.85,115698.44
31,0.06,742310.72,103284.98
11,0.03,788416.77,76480.58
13,0.07,785507.96,78531.46
29,0.0,746081.12,100296.9
18,0.08,775010.9,84624.31
21,0.08,767995.19,88685.46
29,0.06,747426.53,100268.64
33,0.08,737577.5,106341.91
7,0.11,795926.66,73317.43
26,0.06,755140.29,95822.5
35,0.08,732105.79,109444.91
31,0.05,742124.46,103288.86
33,0.05,736869.98,106356.89
32,0.05,739483.62,104817.13
10,0.02,790008.5,75552.52
17,0.02,775978.76,83342.99
17,0.09,777613.56,83312.37
36,0.06,728953.86,111013.26
12,0.07,787418.67,77470.71
38,0.08,724180.57,114133.62
6,0.11,797293.76,72818.07
29,0.08,747934.23,100258.07
27,0.04,752164.3,97301.91
18,0.06,774521.79,84633.71
24,0.09,760734.36,92909.38
31,0.02,741385.08,103304.52
22,0.01,763857.38,90113.05
37,0.08,726748.78,112567.1
36,0.05,728734.5,111017.94
22,0.07,765244.75,90085.19
9,0.02,791706.1,74708.47
40,0.05,717984.78,117306.78
38,0.03,722851.85,114161.98
25,0.07,757985.39,94358.09
37,0.04,725868.92,112585.77
16,0.03,778471.66,82068.41
13,0.04,784855.02,78542.31
21,0.02,766551.89,88714.13
16,0.04,778620.82,82065.63
21,0.03,766847.02,88708.22
34,0.03,733575.29,107916.71
30,0.11,745999.89,101747.21
14,0.07,783523.95,79648.9
16,0.1,779962.52,82040.96
23,0.01,761449.08,91520.67
40,0.08,718603.22,117293.59
6,0.09,797044.74,72819.08
40,0.05,717768.06,117311.4
11,0.09,789485.79,76465.0
39,0.05,720591.91,115727.97
18,0.02,773687.5,84649.83
24,0.06,760023.87,92923.7
25,0.07,757895.47,94359.91
7,0.03,794927.15,73325.34
34,0.1,735242.46,107881.55
24,0.02,759305.82,92938.31
19,0.01,771175.28,85989.51
23,0.03,761968.7,91510.06
13,0.01,784277.23,78552.03
24,0.06,760033.04,92923.49
22,0.04,764544.21,90099.19
14,0.04,782865.32,79660.07
35,0.01,730313.17,109483.02
8,0.0,792980.43,73963.77
32,0.09,740485.52,104796.06
22,0.04,764536.89,90099.36
38,0.02,722583.07,114167.76
8,0.07,794054.46,73951.96
22,0.08,765425.04,90081.58
21,0.05,767327.27,88698.59
38,0.05,723409.48,114150.06
7,0.08,795555.36,73320.34
10,0.06,790630.23,75544.28
21,0.06,767526.76,88694.7
32,0.01,738428.85,104839.72
37,0.07,726448.19,112573.45
38,0.06,723588.1,114146.28
16,0.0,777815.56,82080.69
14,0.06,783369.85,79651.55
30,0.02,744049.33,101788.0
35,0.05,731522.37,109457.22
15,0.08,781768.12,80818.7
20,0.1,770824.85,87303.26
13,0.05,785081.36,78538.56
10,0.06,790701.71,75543.31
25,0.04,757258.45,94373.01
40,0.0,716639.85,117335.69
28,0.05,749716.07,98781.42
9,0.1,792922.37,74693.37
40,0.08,718598.49,117293.7
36,0.0,727570.87,111042.69
32,0.07,739914.48,104807.99
7,0.05,795208.58,73323.01
23,0.06,762600.24,91497.33
23,0.08,763071.16,91487.89
34,0.08,734798.77,107890.85
29,0.09,748312.17,100250.2
38,0.1,724493.49,114127.03
35,0.07,731917.16,109448.85
